player1,player2,score1,score2,best_of,tournament_id,date,year
Robby Foldvari,Ray Edmonds,5,1,9,724,,1984
John Dunning,Graham Cripsey,5,3,9,724,,1984
Steve Duggan,Tony Jones,5,2,9,724,,1984
Dave Chalmers,Bill Oliver,5,4,9,724,,1984
Malcolm Bradley,Jackie Rea,5,2,9,724,,1984
Ian Black,Paddy Browne,5,4,9,724,,1984
Roger Bales,Tommy Murphy,5,4,9,724,,1984
Eddie Sinclair,Steve Duggan,5,0,9,724,,1984
Colin Roscoe,Bernie Mikkelsen,5,1,9,724,,1984
Dene O'Kane,Jack Fitzmaurice,5,4,9,724,,1984
Steve Newbury,Patsy Fagan,5,0,9,724,,1984
Mario Morra,Malcolm Bradley,5,3,9,724,,1984
Jim Meadowcroft,Dave Chalmers,5,1,9,724,,1984
Billy Kelly,Warren King,5,4,9,724,,1984
Wayne Jones,George Scott,5,0,9,724,,1984
Marcel Gauvreau,Frank Jonik,5,1,9,724,,1984
Danny Fowler,Roy Andrewartha,5,0,9,724,,1984
Geoff Foulds,Jim Donnelly,5,3,9,724,,1984
Les Dodd,Robby Foldvari,5,3,9,724,,1984
Fred Davis,John Dunning,5,4,9,724,,1984
Ian Black,Mike Watterson,5,3,9,724,,1984
Roger Bales,Mick Fisher,5,3,9,724,,1984
Rex Williams,Jim Meadowcroft,5,4,9,724,,1984
John Virgo,Fred Davis,5,3,9,724,,1984
Eddie Sinclair,Perrie Mans,5,2,9,724,,1984
Dean Reynolds,Roger Bales,5,4,9,724,,1984
Dene O'Kane,Mike Hallett,5,4,9,724,,1984
Steve Newbury,Graham Miles,5,1,9,724,,1984
Murdo Macleod,Ian Black,5,3,9,724,,1984
Wayne Jones,Mark Wildman,5,0,9,724,,1984
Joe Johnson,Mario Morra,5,0,9,724,,1984
Eugene Hughes,Colin Roscoe,5,1,9,724,,1984
Marcel Gauvreau,John Parrott,5,4,9,724,,1984
Silvino Francisco,Billy Kelly,5,3,9,724,,1984
Danny Fowler,Dave Martin,5,0,9,724,,1984
Neal Foulds,Bernard Bennett,5,0,9,724,,1984
Les Dodd,Cliff Wilson,5,1,9,724,,1984
John Campbell,Geoff Foulds,5,3,9,724,,1984
Jimmy White,Rex Williams,5,3,9,724,,1984
John Virgo,Cliff Thorburn,5,0,9,724,,1984
Willie Thorne,Dene O'Kane,5,3,9,724,,1984
Dennis Taylor,Danny Fowler,5,0,9,724,,1984
David Taylor,Wayne Jones,5,4,9,724,,1984
Ray Reardon,Les Dodd,5,4,9,724,,1984
Steve Newbury,Bill Werbeniuk,5,2,9,724,,1984
Tony Meo,Murdo Macleod,5,1,9,724,,1984
Tony Knowles,Dean Reynolds,5,1,9,724,,1984
Joe Johnson,Eddie Charlton,5,1,9,724,,1984
Eugene Hughes,Doug Mountjoy,5,1,9,724,,1984
Alex Higgins,Eddie Sinclair,5,1,9,724,,1984
Terry Griffiths,Neal Foulds,5,3,9,724,,1984
Marcel Gauvreau,Kirk Stevens,5,1,9,724,,1984
Silvino Francisco,John Spencer,5,2,9,724,,1984
Steve Davis,John Campbell,5,1,9,724,,1984
Jimmy White,Tony Meo,5,1,9,724,,1984
Willie Thorne,Marcel Gauvreau,5,3,9,724,,1984
Dennis Taylor,Joe Johnson,5,2,9,724,,1984
Tony Knowles,Steve Newbury,5,4,9,724,,1984
Eugene Hughes,Ray Reardon,5,1,9,724,,1984
Alex Higgins,Terry Griffiths,5,4,9,724,,1984
Silvino Francisco,John Virgo,5,2,9,724,,1984
Steve Davis,David Taylor,5,1,9,724,,1984
Tony Knowles,Jimmy White,5,4,9,724,,1984
Eugene Hughes,Willie Thorne,5,2,9,724,,1984
Steve Davis,Alex Higgins,5,1,9,724,,1984
Tony Knowles,Silvino Francisco,9,6,17,724,,1984
Steve Davis,Eugene Hughes,9,3,17,724,,1984
Steve Davis,Tony Knowles,9,2,17,724,,1984
Jimmy White,Murdo Macleod,5,0,9,725,,1984
Tony Knowles,Terry Griffiths,5,3,9,725,,1984
Alex Higgins,Kirk Stevens,5,2,9,725,,1984
Steve Davis,Cliff Thorburn,5,2,9,725,,1984
Jimmy White,Tony Knowles,6,5,11,725,,1984
Steve Davis,Alex Higgins,6,4,11,725,,1984
Steve Davis,Jimmy White,9,4,17,725,,1984
Jimmy White,Kirk Stevens,5,0,9,833,,1984
Tony Knowles,Alex Higgins,5,3,9,833,,1984
Jimmy White,Tony Knowles,9,7,17,833,,1984
Doug Mountjoy,Terry Griffiths,3,2,5,737,,1984
Tony Meo,John Parrott,3,0,5,737,,1984
Gary Kwok,Jimmy White,3,1,5,737,,1984
Steve Davis,Kwong Wai Chuen,3,0,5,737,,1984
Doug Mountjoy,Gary Kwok,3,0,5,737,,1984
Steve Davis,Tony Meo,3,2,5,737,,1984
Steve Davis,Doug Mountjoy,4,2,7,737,,1984
M Oy,Hoy Eng Lok,2,0,2,749,,1984
Tony Meo,Steve Davis,2,0,2,749,,1984
Tony Meo,M Oy,2,0,2,749,,1984
Tony Meo,Hoy Eng Lok,2,0,2,749,,1984
Terry Griffiths,Tony Meo,2,0,2,749,,1984
Terry Griffiths,M Oy,2,0,2,749,,1984
Terry Griffiths,Hoy Eng Lok,2,0,2,749,,1984
Steve Davis,Hoy Eng Lok,2,0,2,749,,1984
Steve Davis,Terry Griffiths,1,1,2,749,,1984
Steve Davis,M Oy,1,1,2,749,,1984
Lau Weng Yew,Benjamin Lui,1,1,2,736,,1984
Tony Meo,Lau Weng Yew,2,0,2,736,,1984
Tony Meo,Benjamin Lui,2,0,2,736,,1984
Tony Meo,Steve Davis,1,1,2,736,,1984
Terry Griffiths,Tony Meo,2,0,2,736,,1984
Terry Griffiths,Lau Weng Yew,2,0,2,736,,1984
Terry Griffiths,Benjamin Lui,1,1,2,736,,1984
Steve Davis,Lau Weng Yew,2,0,2,736,,1984
Steve Davis,Benjamin Lui,2,0,2,736,,1984
Steve Davis,Terry Griffiths,1,1,2,736,,1984
Jimmy White,Tony Meo,2,0,3,738,,1984
Jimmy White,Sakchai Sim Ngam,2,0,3,738,,1984
Jimmy White,John Parrott,2,0,3,738,,1984
Sakchai Sim Ngam,Steve Davis,2,0,3,738,,1984
John Parrott,Steve Davis,2,0,3,738,,1984
John Parrott,Sakchai Sim Ngam,2,0,3,738,,1984
Tony Meo,Sakchai Sim Ngam,2,1,3,738,,1984
Tony Meo,Steve Davis,2,0,3,738,,1984
Tony Meo,John Parrott,2,0,3,738,,1984
Terry Griffiths,Steve Davis,2,1,3,738,,1984
Terry Griffiths,Sakchai Sim Ngam,2,1,3,738,,1984
Terry Griffiths,Tony Meo,2,0,3,738,,1984
Terry Griffiths,John Parrott,2,0,3,738,,1984
Terry Griffiths,Jimmy White,2,0,3,738,,1984
Steve Davis,Jimmy White,2,0,3,738,,1984
Jimmy White,Terry Griffiths,4,3,7,738,,1984
Eddie Sinclair,Tony Drago,3,1,5,845,,1984
Murdo Macleod,Warren King,3,2,5,845,,1984
Mike Hallett,Bill Oliver,3,0,5,845,,1984
Mick Fisher,Eugene Hughes,3,2,5,845,,1984
Mark Wildman,Eddie Sinclair,3,2,5,845,,1984
Dennis Taylor,Murdo Macleod,3,1,5,845,,1984
Joe Johnson,Mick Fisher,3,1,5,845,,1984
Mike Hallett,Tony Knowles,3,0,5,845,,1984
Dennis Taylor,Joe Johnson,3,2,5,845,,1984
Mike Hallett,Mark Wildman,3,0,5,845,,1984
Dennis Taylor,Mike Hallett,5,2,9,845,,1984
James Giannaros,Lou Condo,6,2,11,726,,1984
George Ganim,Ian Anderson,6,5,11,726,,1984
Robby Foldvari,Jim Charlton,6,1,11,726,,1984
Paddy Morgan,George Ganim,6,4,11,726,,1984
Warren King,James Giannaros,6,5,11,726,,1984
Eddie Charlton,Robby Foldvari,6,4,11,726,,1984
John Campbell,Leon Heywood,6,2,11,726,,1984
Warren King,John Campbell,9,6,17,726,,1984
Eddie Charlton,Paddy Morgan,9,2,17,726,,1984
Eddie Charlton,Warren King,10,3,19,726,,1984
Jimmy White,John Campbell,4,0,7,742,,1984
John Virgo,Doug Mountjoy,4,1,7,742,,1984
Willie Thorne,Cliff Thorburn,4,1,7,742,,1984
David Taylor,Ian Anderson,4,2,7,742,,1984
Kirk Stevens,Paddy Morgan,4,2,7,742,,1984
Tony Meo,Bill Werbeniuk,4,0,7,742,,1984
Tony Knowles,Dennis Taylor,4,2,7,742,,1984
Eddie Charlton,Warren King,4,1,7,742,,1984
John Virgo,Willie Thorne,5,3,9,742,,1984
Tony Meo,Kirk Stevens,5,1,9,742,,1984
Tony Knowles,Jimmy White,5,3,9,742,,1984
Eddie Charlton,David Taylor,5,4,9,742,,1984
John Virgo,Tony Meo,6,2,11,742,,1984
Tony Knowles,Eddie Charlton,6,0,11,742,,1984
Tony Knowles,John Virgo,7,3,13,742,,1984
Jim Wych,Gerry Watson,6,1,11,727,,1984
Mario Morra,Wayne Sanderson,6,4,11,727,,1984
Bernie Mikkelsen,Paul Thornley,6,2,11,727,,1984
Marcel Gauvreau,Bob Chaperon,6,2,11,727,,1984
Cliff Thorburn,Gino Rigitano,6,0,11,727,,1984
Kirk Stevens,Marcel Gauvreau,6,2,11,727,,1984
Mario Morra,Jim Wych,6,4,11,727,,1984
Frank Jonik,Bernie Mikkelsen,6,3,11,727,,1984
Cliff Thorburn,Frank Jonik,7,3,13,727,,1984
Mario Morra,Kirk Stevens,7,6,13,727,,1984
Cliff Thorburn,Mario Morra,9,2,17,727,,1984
Jimmy White,Dennis Taylor,3,1,5,1006,,1984
David Taylor,Willie Thorne,3,2,5,1006,,1984
Kirk Stevens,Tony Meo,3,2,5,1006,,1984
Doug Mountjoy,John Virgo,3,1,5,1006,,1984
Jimmy White,Tony Knowles,3,0,5,1006,,1984
David Taylor,Cliff Thorburn,3,0,5,1006,,1984
Kirk Stevens,Bill Werbeniuk,3,1,5,1006,,1984
Eddie Charlton,Doug Mountjoy,3,1,5,1006,,1984
Jimmy White,David Taylor,4,1,7,1006,,1984
Kirk Stevens,Eddie Charlton,4,1,7,1006,,1984
Jimmy White,Kirk Stevens,5,3,9,1006,,1984
Willie Thorne,Terry Griffiths,5,2,9,745,,1984
John Spencer,Doug Mountjoy,5,1,9,745,,1984
Ray Reardon,Silvino Francisco,5,3,9,745,,1984
Tony Knowles,Cliff Wilson,5,0,9,745,,1984
Willie Thorne,Tony Knowles,7,5,13,745,,1984
John Spencer,Ray Reardon,7,6,13,745,,1984
Willie Thorne,John Spencer,9,7,17,745,,1984
Jim Wych,George Ganim,10,1,19,728,,1984
Ian Williamson,Pat Houlihan,10,5,19,728,,1984
Mike Watterson,Bernard Bennett,10,5,19,728,,1984
Jimmy van Rensberg,Vic Harris,10,7,19,728,,1984
George Scott,Leon Heywood,10,7,19,728,,1984
Wayne Sanderson,Paddy Morgan,10,8,19,728,,1984
Colin Roscoe,Bert Demarco,10,7,19,728,,1984
John Parrott,Dennis Hughes,10,3,19,728,,1984
Bill Oliver,John Dunning,10,3,19,728,,1984
Tommy Murphy,Jack Fitzmaurice,10,8,19,728,,1984
Mario Morra,Geoff Foulds,10,2,19,728,,1984
Bernie Mikkelsen,Paul Medati,10,8,19,728,,1984
Paul Mifsud,Eugene Hughes,10,5,19,728,,1984
Eddie McLaughlin,John Hargreaves,10,5,19,728,,1984
Warren King,Tony Jones,10,9,19,728,,1984
Mike Hines,Ian Black,10,5,19,728,,1984
Bob Harris,Dessie Sheehan,10,3,19,728,,1984
Matt Gibson,Gino Rigitano,10,7,19,728,,1984
Marcel Gauvreau,John Campbell,10,7,19,728,,1984
Neal Foulds,Doug French,10,5,19,728,,1984
Mick Fisher,Paul Thornley,10,8,19,728,,1984
Ray Edmonds,David Greaves,10,0,19,728,,1984
Jim Donnelly,Paul Watchorn,10,7,19,728,,1984
Les Dodd,James Giannaros,10,1,19,728,,1984
Graham Cripsey,Maurice Parkin,10,4,19,728,,1984
Joe Cagianello,Mike Darrington,10,7,19,728,,1984
Pascal Burke,Billy Kelly,10,7,19,728,,1984
Paddy Browne,Steve Duggan,10,9,19,728,,1984
Ian Anderson,Gerry Watson,10,4,19,728,,1984
Jim Wych,George Scott,10,6,19,728,,1984
Ian Williamson,Mike Hines,10,6,19,728,,1984
Jimmy van Rensberg,Ray Edmonds,10,9,19,728,,1984
John Parrott,Clive Everton,10,2,19,728,,1984
Bill Oliver,Joe Cagianello,10,7,19,728,,1984
Mario Morra,Tommy Murphy,10,5,19,728,,1984
Bernie Mikkelsen,Frank Jonik,10,9,19,728,,1984
Paul Mifsud,Wayne Sanderson,10,5,19,728,,1984
Warren King,Mike Watterson,10,8,19,728,,1984
Matt Gibson,Mick Fisher,10,7,19,728,,1984
Marcel Gauvreau,Graham Cripsey,10,1,19,728,,1984
Neal Foulds,Les Dodd,10,4,19,728,,1984
Jim Donnelly,Ian Anderson,10,6,19,728,,1984
Pascal Burke,Bob Harris,10,4,19,728,,1984
Paddy Browne,Colin Roscoe,10,4,19,728,,1984
Roy Andrewartha,Eddie McLaughlin,10,8,19,728,,1984
Jim Wych,Patsy Fagan,10,3,19,728,,1984
Rex Williams,Bill Oliver,10,8,19,728,,1984
Willie Thorne,Bernie Mikkelsen,10,3,19,728,,1984
Eddie Sinclair,Paddy Browne,10,1,19,728,,1984
John Parrott,Perrie Mans,10,0,19,728,,1984
Mario Morra,Dean Reynolds,10,7,19,728,,1984
Graham Miles,Ian Williamson,10,6,19,728,,1984
Paul Mifsud,Cliff Wilson,10,8,19,728,,1984
Warren King,Dave Martin,10,8,19,728,,1984
Joe Johnson,Matt Gibson,10,3,19,728,,1984
Mike Hallett,Pascal Burke,10,5,19,728,,1984
Marcel Gauvreau,Murdo Macleod,10,6,19,728,,1984
Silvino Francisco,Jimmy van Rensberg,10,3,19,728,,1984
Neal Foulds,Jim Meadowcroft,10,2,19,728,,1984
Fred Davis,Jim Donnelly,10,5,19,728,,1984
Roy Andrewartha,Mark Wildman,10,9,19,728,,1984
Jimmy White,Rex Williams,10,6,19,728,,1984
Bill Werbeniuk,Fred Davis,10,4,19,728,,1984
Willie Thorne,John Virgo,10,9,19,728,,1984
Cliff Thorburn,Mario Morra,10,3,19,728,,1984
Dennis Taylor,Joe Johnson,10,1,19,728,,1984
David Taylor,Marcel Gauvreau,10,5,19,728,,1984
Kirk Stevens,Eddie Sinclair,10,1,19,728,,1984
John Spencer,Graham Miles,10,3,19,728,,1984
Ray Reardon,Jim Wych,10,7,19,728,,1984
John Parrott,Tony Knowles,10,7,19,728,,1984
Doug Mountjoy,Mike Hallett,10,4,19,728,,1984
Terry Griffiths,Paul Mifsud,10,2,19,728,,1984
Silvino Francisco,Tony Meo,10,5,19,728,,1984
Neal Foulds,Alex Higgins,10,9,19,728,,1984
Steve Davis,Warren King,10,3,19,728,,1984
Eddie Charlton,Roy Andrewartha,10,4,19,728,,1984
Jimmy White,Eddie Charlton,13,7,25,728,,1984
Cliff Thorburn,Willie Thorne,13,11,25,728,,1984
Dennis Taylor,John Parrott,13,11,25,728,,1984
Kirk Stevens,David Taylor,13,10,25,728,,1984
Ray Reardon,Silvino Francisco,13,8,25,728,,1984
Doug Mountjoy,Neal Foulds,13,6,25,728,,1984
Terry Griffiths,Bill Werbeniuk,13,5,25,728,,1984
Steve Davis,John Spencer,13,5,25,728,,1984
Jimmy White,Cliff Thorburn,13,8,25,728,,1984
Dennis Taylor,Doug Mountjoy,13,8,25,728,,1984
Kirk Stevens,Ray Reardon,13,2,25,728,,1984
Steve Davis,Terry Griffiths,13,10,25,728,,1984
Jimmy White,Kirk Stevens,16,14,31,728,,1984
Steve Davis,Dennis Taylor,16,9,31,728,,1984
Steve Davis,Jimmy White,18,16,35,728,,1984
Dennis Taylor,Eugene Hughes,5,1,9,729,,1984
Tony Meo,Jimmy White,5,4,9,729,,1984
Alex Higgins,Eddie Charlton,5,2,9,729,,1984
Terry Griffiths,Bill Werbeniuk,5,2,9,729,,1984
Dennis Taylor,Cliff Thorburn,5,2,9,729,,1984
Alex Higgins,Ray Reardon,5,2,9,729,,1984
Terry Griffiths,Tony Knowles,5,0,9,729,,1984
Steve Davis,Tony Meo,5,4,9,729,,1984
Terry Griffiths,Dennis Taylor,6,5,11,729,,1984
Steve Davis,Alex Higgins,6,4,11,729,,1984
Steve Davis,Terry Griffiths,9,1,17,729,,1984
Cliff Wilson,Colin Roscoe,6,2,11,732,,1984
Ray Reardon,Marcus Owen,6,1,11,732,,1984
Doug Mountjoy,Clive Everton,6,1,11,732,,1984
Terry Griffiths,Roy Andrewartha,6,1,11,732,,1984
Cliff Wilson,Ray Reardon,9,4,17,732,,1984
Doug Mountjoy,Terry Griffiths,9,5,17,732,,1984
Doug Mountjoy,Cliff Wilson,9,3,17,732,,1984
Gino Rigitano,Bill Oliver,2,1,3,773,,1984
Gino Rigitano,Paul Medati,2,0,3,773,,1984
Gino Rigitano,Dennis Hughes,2,0,3,773,,1984
John Parrott,George Ganim,2,0,3,773,,1984
Mario Morra,Paddy Morgan,2,1,3,773,,1984
Mario Morra,David Greaves,2,1,3,773,,1984
Mario Morra,Paddy Browne,2,0,3,773,,1984
Paddy Morgan,Paddy Browne,2,1,3,773,,1984
Paddy Morgan,David Greaves,2,0,3,773,,1984
Paul Medati,Dennis Hughes,2,1,3,773,,1984
Paul Medati,Bill Oliver,2,1,3,773,,1984
Warren King,Bernard Bennett,2,1,3,773,,1984
Warren King,Bert Demarco,2,0,3,773,,1984
Tony Jones,George Ganim,2,0,3,773,,1984
Tony Jones,John Parrott,2,0,3,773,,1984
Dennis Hughes,Bill Oliver,2,1,3,773,,1984
Pat Houlihan,Marcel Gauvreau,2,0,3,773,,1984
Pat Houlihan,John Hargreaves,2,0,3,773,,1984
Vic Harris,Dessie Sheehan,2,1,3,773,,1984
Vic Harris,Pascal Burke,2,0,3,773,,1984
Bob Harris,Steve Duggan,2,1,3,773,,1984
Bob Harris,Roy Andrewartha,2,1,3,773,,1984
John Hargreaves,Matt Gibson,2,0,3,773,,1984
John Hargreaves,Marcel Gauvreau,2,0,3,773,,1984
Matt Gibson,Pat Houlihan,2,0,3,773,,1984
Marcel Gauvreau,Matt Gibson,2,0,3,773,,1984
Doug French,Paul Watchorn,2,0,3,773,,1984
Geoff Foulds,Warren King,2,0,3,773,,1984
Geoff Foulds,Bernard Bennett,2,0,3,773,,1984
Neal Foulds,Tony Jones,2,1,3,773,,1984
Neal Foulds,John Parrott,2,1,3,773,,1984
Neal Foulds,George Ganim,2,0,3,773,,1984
Bert Demarco,Geoff Foulds,2,0,3,773,,1984
Mike Darrington,Steve Duggan,2,1,3,773,,1984
Mike Darrington,Bob Harris,2,1,3,773,,1984
Mike Darrington,Roy Andrewartha,2,0,3,773,,1984
Pascal Burke,Dessie Sheehan,2,0,3,773,,1984
Paddy Browne,David Greaves,2,1,3,773,,1984
Bernard Bennett,Bert Demarco,2,0,3,773,,1984
Roy Andrewartha,Steve Duggan,2,1,3,773,,1984
Cliff Wilson,Mike Hallett,2,1,3,773,,1984
Ian Williamson,Jim Meadowcroft,2,1,3,773,,1984
Rex Williams,Les Dodd,2,1,3,773,,1984
Mark Wildman,Jim Donnelly,2,0,3,773,,1984
Jimmy White,Frank Jonik,2,0,3,773,,1984
Jimmy White,Gino Rigitano,2,0,3,773,,1984
Mike Watterson,Murdo Macleod,2,1,3,773,,1984
Mike Watterson,Geoff Foulds,2,0,3,773,,1984
Paul Watchorn,Dean Reynolds,2,1,3,773,,1984
John Virgo,Graham Cripsey,2,1,3,773,,1984
John Virgo,Ian Black,2,0,3,773,,1984
Willie Thorne,Tony Jones,2,0,3,773,,1984
Willie Thorne,Eugene Hughes,2,0,3,773,,1984
John Spencer,Vic Harris,2,1,3,773,,1984
Eddie Sinclair,Ray Edmonds,2,0,3,773,,1984
Eddie Sinclair,John Hargreaves,2,0,3,773,,1984
George Scott,Dennis Taylor,2,1,3,773,,1984
Colin Roscoe,Joe Johnson,2,0,3,773,,1984
Doug Mountjoy,Tommy Murphy,2,1,3,773,,1984
Mario Morra,Mark Wildman,2,0,3,773,,1984
Mario Morra,Jim Donnelly,2,0,3,773,,1984
Paddy Morgan,Tony Meo,2,0,3,773,,1984
Tony Meo,Clive Everton,2,0,3,773,,1984
Paul Medati,Graham Miles,2,1,3,773,,1984
Eddie McLaughlin,Patsy Fagan,2,1,3,773,,1984
Dave Martin,Mick Fisher,2,1,3,773,,1984
Dave Martin,Bob Harris,2,1,3,773,,1984
Murdo Macleod,Geoff Foulds,2,0,3,773,,1984
Warren King,Eddie McLaughlin,2,0,3,773,,1984
Billy Kelly,Jim Meadowcroft,2,1,3,773,,1984
Billy Kelly,Ian Williamson,2,0,3,773,,1984
Frank Jonik,Gino Rigitano,2,0,3,773,,1984
Tony Jones,Eugene Hughes,2,0,3,773,,1984
Pat Houlihan,Rex Williams,2,0,3,773,,1984
Mike Hallett,Mike Darrington,2,1,3,773,,1984
Doug French,Colin Roscoe,2,0,3,773,,1984
Doug French,Joe Johnson,2,0,3,773,,1984
Neal Foulds,George Scott,2,0,3,773,,1984
Neal Foulds,Dennis Taylor,2,0,3,773,,1984
Jack Fitzmaurice,John Spencer,2,1,3,773,,1984
Jack Fitzmaurice,Vic Harris,2,0,3,773,,1984
Mick Fisher,Bob Harris,2,0,3,773,,1984
Patsy Fagan,Warren King,2,1,3,773,,1984
Clive Everton,Paddy Morgan,2,0,3,773,,1984
Ray Edmonds,John Hargreaves,2,1,3,773,,1984
John Dunning,Paul Watchorn,2,1,3,773,,1984
John Dunning,Dean Reynolds,2,1,3,773,,1984
Les Dodd,Pat Houlihan,2,0,3,773,,1984
Mike Darrington,Cliff Wilson,2,0,3,773,,1984
Graham Cripsey,Ian Black,2,0,3,773,,1984
Jimmy White,Eddie Sinclair,2,0,3,773,,1984
Bill Werbeniuk,Neal Foulds,2,0,3,773,,1984
John Virgo,Paul Medati,2,0,3,773,,1984
Willie Thorne,Mike Watterson,2,1,3,773,,1984
Willie Thorne,Kirk Stevens,2,1,3,773,,1984
David Taylor,Paddy Morgan,2,0,3,773,,1984
Kirk Stevens,Mike Watterson,2,1,3,773,,1984
Ray Reardon,Mario Morra,2,0,3,773,,1984
Ray Reardon,Mike Darrington,2,0,3,773,,1984
Doug Mountjoy,Billy Kelly,2,0,3,773,,1984
Mario Morra,Mike Darrington,2,1,3,773,,1984
Paul Medati,Eddie Charlton,2,1,3,773,,1984
Dave Martin,David Taylor,2,0,3,773,,1984
Dave Martin,Paddy Morgan,2,0,3,773,,1984
Tony Knowles,Les Dodd,2,0,3,773,,1984
Warren King,Alex Higgins,2,1,3,773,,1984
Warren King,Jack Fitzmaurice,2,1,3,773,,1984
Alex Higgins,Jack Fitzmaurice,2,0,3,773,,1984
Terry Griffiths,Jimmy White,2,1,3,773,,1984
Terry Griffiths,Eddie Sinclair,2,0,3,773,,1984
Doug French,Bill Werbeniuk,2,0,3,773,,1984
Neal Foulds,Doug French,2,1,3,773,,1984
John Dunning,Tony Knowles,2,1,3,773,,1984
John Dunning,Les Dodd,2,0,3,773,,1984
Steve Davis,Doug Mountjoy,2,0,3,773,,1984
Steve Davis,Billy Kelly,2,0,3,773,,1984
Eddie Charlton,John Virgo,2,0,3,773,,1984
Willie Thorne,Doug French,2,0,3,773,,1984
Dave Martin,Eddie Charlton,2,1,3,773,,1984
Dave Martin,Ray Reardon,2,0,3,773,,1984
Warren King,John Dunning,2,1,3,773,,1984
Terry Griffiths,Warren King,2,1,3,773,,1984
John Dunning,Terry Griffiths,2,0,3,773,,1984
Steve Davis,Willie Thorne,2,1,3,773,,1984
Steve Davis,Doug French,2,0,3,773,,1984
Eddie Charlton,Ray Reardon,2,0,3,773,,1984
Dave Martin,John Dunning,3,2,5,773,,1984
Steve Davis,John Dunning,4,1,7,773,,1984
Steve Davis,Dave Martin,3,0,5,773,,1984
Cliff Thorburn,Tony Meo,5,4,9,730,,1984
Kirk Stevens,Eddie Charlton,5,3,9,730,,1984
Tony Knowles,Jimmy White,5,1,9,730,,1984
Steve Davis,Willie Thorne,5,2,9,730,,1984
Tony Knowles,Cliff Thorburn,5,3,9,730,,1984
Steve Davis,Kirk Stevens,5,4,9,730,,1984
Steve Davis,Tony Knowles,8,2,15,730,,1984
Jimmy White,Eddie Charlton,5,2,9,731,,1984
Kirk Stevens,David Taylor,5,1,9,731,,1984
John Spencer,Cliff Thorburn,5,4,9,731,,1984
Ray Reardon,John Virgo,5,3,9,731,,1984
Tony Knowles,Dennis Taylor,5,2,9,731,,1984
Alex Higgins,Doug Mountjoy,5,2,9,731,,1984
Terry Griffiths,Bill Werbeniuk,5,1,9,731,,1984
Steve Davis,Tony Meo,5,0,9,731,,1984
Jimmy White,Ray Reardon,5,3,9,731,,1984
Kirk Stevens,Steve Davis,5,3,9,731,,1984
Tony Knowles,Alex Higgins,5,1,9,731,,1984
Terry Griffiths,John Spencer,5,4,9,731,,1984
Jimmy White,Kirk Stevens,6,4,11,731,1984-01-28,1984
Terry Griffiths,Tony Knowles,6,4,11,731,,1984
Jimmy White,Terry Griffiths,9,5,17,731,,1984
Ian Williamson,Doug French,5,1,9,733,,1984
Paul Watchorn,Roy Andrewartha,5,2,9,733,,1984
John Parrott,Bernard Bennett,5,0,9,733,,1984
Bill Oliver,Dessie Sheehan,5,3,9,733,,1984
Mario Morra,Pascal Burke,5,2,9,733,,1984
Paddy Morgan,Mike Darrington,5,3,9,733,,1984
Paul Medati,Tommy Murphy,5,4,9,733,,1984
Tony Jones,Paul Mifsud,5,3,9,733,,1984
John Hargreaves,Warren King,5,3,9,733,,1984
George Ganim,Dennis Hughes,5,2,9,733,,1984
Neal Foulds,Pat Houlihan,5,3,9,733,,1984
Geoff Foulds,Marcel Gauvreau,5,2,9,733,,1984
Steve Duggan,Bob Harris,5,2,9,733,,1984
Bert Demarco,Matt Gibson,5,2,9,733,,1984
Graham Cripsey,Vic Harris,5,4,9,733,,1984
Paddy Browne,David Greaves,5,2,9,733,,1984
George Scott,Bert Demarco,5,2,9,733,,1984
Colin Roscoe,George Ganim,5,3,9,733,,1984
John Parrott,Jack Fitzmaurice,5,2,9,733,,1984
Bill Oliver,Jim Donnelly,5,4,9,733,,1984
Mario Morra,Clive Everton,5,0,9,733,,1984
Paddy Morgan,Mike Watterson,5,3,9,733,,1984
Eddie McLaughlin,Geoff Foulds,5,1,9,733,,1984
Frank Jonik,Ian Williamson,5,1,9,733,,1984
Tony Jones,Ian Black,5,0,9,733,,1984
Eugene Hughes,Paul Medati,5,1,9,733,,1984
John Hargreaves,Billy Kelly,5,4,9,733,,1984
Neal Foulds,Jackie Rea,5,1,9,733,,1984
Mick Fisher,Paul Watchorn,5,4,9,733,,1984
Ray Edmonds,Paddy Browne,5,1,9,733,,1984
Les Dodd,Steve Duggan,5,2,9,733,,1984
John Campbell,Graham Cripsey,5,3,9,733,,1984
Cliff Wilson,Neal Foulds,5,4,9,733,,1984
Rex Williams,Ray Edmonds,5,1,9,733,,1984
Mark Wildman,John Hargreaves,5,1,9,733,,1984
Eddie Sinclair,Paddy Morgan,5,2,9,733,,1984
Colin Roscoe,Graham Miles,5,2,9,733,,1984
Dean Reynolds,George Scott,5,3,9,733,,1984
John Parrott,Dave Martin,5,1,9,733,,1984
Jim Meadowcroft,Mick Fisher,5,0,9,733,,1984
Eddie McLaughlin,Willie Thorne,5,3,9,733,,1984
Murdo Macleod,Tony Jones,5,2,9,733,,1984
Joe Johnson,Frank Jonik,5,2,9,733,,1984
Eugene Hughes,John Dunning,5,4,9,733,,1984
Mike Hallett,Les Dodd,5,1,9,733,,1984
Silvino Francisco,Mario Morra,5,1,9,733,,1984
Patsy Fagan,Bill Oliver,5,1,9,733,,1984
John Campbell,Fred Davis,5,0,9,733,,1984
Rex Williams,Ray Reardon,5,4,9,733,,1984
