player1,player2,score1,score2,best_of,tournament_id,date,year
John Dunning,Roy Andrewartha,9,2,17,734,,1983
Ian Black,Ian Williamson,9,6,17,734,,1983
Cliff Wilson,Rex Williams,9,4,17,734,,1983
Jimmy White,Ian Black,9,1,17,734,,1983
Willie Thorne,Mark Wildman,9,5,17,734,,1983
Dennis Taylor,Tommy Murphy,9,6,17,734,,1983
David Taylor,Neal Foulds,9,4,17,734,,1983
John Spencer,John Dunning,9,7,17,734,,1983
Ray Reardon,Bob Harris,9,7,17,734,,1983
Doug Mountjoy,Mike Watterson,9,2,17,734,,1983
Tony Meo,John Parrott,9,7,17,734,,1983
Paul Medati,Dean Reynolds,9,3,17,734,,1983
Tony Knowles,Tony Jones,9,5,17,734,,1983
Joe Johnson,John Virgo,9,6,17,734,,1983
Alex Higgins,Murdo Macleod,9,6,17,734,,1983
Mike Hallett,Graham Miles,9,4,17,734,,1983
Terry Griffiths,Dave Martin,9,4,17,734,,1983
Steve Davis,Geoff Foulds,9,1,17,734,,1983
Jimmy White,Dennis Taylor,9,4,17,734,,1983
Ray Reardon,Cliff Wilson,9,4,17,734,,1983
Tony Meo,John Spencer,9,5,17,734,,1983
Tony Knowles,Doug Mountjoy,9,5,17,734,,1983
Joe Johnson,David Taylor,9,3,17,734,,1983
Alex Higgins,Paul Medati,9,1,17,734,,1983
Terry Griffiths,Mike Hallett,9,5,17,734,,1983
Steve Davis,Willie Thorne,9,3,17,734,,1983
Jimmy White,Ray Reardon,9,4,17,734,,1983
Alex Higgins,Tony Knowles,9,5,17,734,,1983
Terry Griffiths,Joe Johnson,9,2,17,734,,1983
Steve Davis,Tony Meo,9,4,17,734,,1983
Alex Higgins,Terry Griffiths,9,4,17,734,,1983
Steve Davis,Jimmy White,9,4,17,734,,1983
Alex Higgins,Steve Davis,16,15,31,734,,1983
Dessie Sheehan,Pat Houlihan,5,2,9,739,,1983
John Parrott,Paul Watchorn,5,0,9,739,,1983
Tommy Murphy,Paddy Browne,5,2,9,739,,1983
Mario Morra,John Hargreaves,5,0,9,739,,1983
Paddy Morgan,Matt Gibson,5,4,9,739,,1983
Paul Medati,Dennis Hughes,5,1,9,739,,1983
Warren King,Bob Harris,5,3,9,739,,1983
Tony Jones,Bill Oliver,5,2,9,739,,1983
David Greaves,Roy Andrewartha,5,2,9,739,,1983
George Ganim,Graham Cripsey,5,4,9,739,,1983
Doug French,Neal Foulds,5,2,9,739,,1983
Steve Duggan,Mike Darrington,5,4,9,739,,1983
Pascal Burke,Geoff Foulds,5,4,9,739,,1983
Bernard Bennett,Bert Demarco,5,4,9,739,,1983
Cliff Wilson,Bernard Bennett,5,1,9,739,,1983
Rex Williams,Dessie Sheehan,5,1,9,739,,1983
Mark Wildman,Frank Jonik,5,4,9,739,,1983
Jimmy White,Ian Williamson,5,2,9,739,,1983
Bill Werbeniuk,Tony Jones,5,4,9,739,,1983
Mike Watterson,Alex Higgins,5,2,9,739,,1983
John Virgo,Doug French,5,4,9,739,,1983
Willie Thorne,Clive Everton,5,1,9,739,,1983
Cliff Thorburn,Vic Harris,5,1,9,739,,1983
David Taylor,Paddy Morgan,5,3,9,739,,1983
Kirk Stevens,Ray Edmonds,5,1,9,739,,1983
John Spencer,Ian Black,5,2,9,739,,1983
George Scott,Dennis Taylor,5,4,9,739,,1983
Dean Reynolds,David Greaves,5,1,9,739,,1983
Ray Reardon,George Ganim,5,4,9,739,,1983
John Parrott,Patsy Fagan,5,2,9,739,,1983
Tommy Murphy,Murdo Macleod,5,0,9,739,,1983
Graham Miles,Marcel Gauvreau,5,3,9,739,,1983
Tony Meo,Warren King,5,2,9,739,,1983
Jim Meadowcroft,Colin Roscoe,5,4,9,739,,1983
Dave Martin,Jack Fitzmaurice,5,0,9,739,,1983
Tony Knowles,Paul Medati,5,1,9,739,,1983
Joe Johnson,Pascal Burke,5,3,9,739,,1983
Eugene Hughes,Eddie Sinclair,5,4,9,739,,1983
Mike Hallett,Billy Kelly,5,0,9,739,,1983
Terry Griffiths,Les Dodd,5,3,9,739,,1983
Silvino Francisco,Mario Morra,5,3,9,739,,1983
Mick Fisher,Fred Davis,5,4,9,739,,1983
Steve Duggan,John Dunning,5,2,9,739,,1983
Steve Davis,Jim Donnelly,5,1,9,739,,1983
Eddie Charlton,Eddie McLaughlin,5,0,9,739,,1983
John Campbell,Doug Mountjoy,5,3,9,739,,1983
Cliff Wilson,John Virgo,5,2,9,739,,1983
Mark Wildman,David Taylor,5,3,9,739,,1983
Willie Thorne,John Spencer,5,1,9,739,,1983
Cliff Thorburn,Jim Meadowcroft,5,1,9,739,,1983
Kirk Stevens,Tommy Murphy,5,1,9,739,,1983
Ray Reardon,Steve Duggan,5,2,9,739,,1983
Tony Meo,Dean Reynolds,5,0,9,739,,1983
Dave Martin,Mike Watterson,5,4,9,739,,1983
Tony Knowles,Rex Williams,5,4,9,739,,1983
Joe Johnson,Jimmy White,5,3,9,739,,1983
Eugene Hughes,Bill Werbeniuk,5,0,9,739,,1983
Mike Hallett,Steve Davis,5,2,9,739,,1983
Terry Griffiths,John Parrott,5,1,9,739,,1983
Silvino Francisco,George Scott,5,1,9,739,,1983
Eddie Charlton,Mick Fisher,5,4,9,739,,1983
John Campbell,Graham Miles,5,2,9,739,,1983
Willie Thorne,Ray Reardon,5,3,9,739,,1983
Cliff Thorburn,Cliff Wilson,5,3,9,739,,1983
Kirk Stevens,Mark Wildman,5,0,9,739,,1983
Tony Meo,Mike Hallett,5,3,9,739,,1983
Tony Knowles,Silvino Francisco,5,0,9,739,,1983
Joe Johnson,Eddie Charlton,5,0,9,739,,1983
Eugene Hughes,Terry Griffiths,5,2,9,739,,1983
John Campbell,Dave Martin,5,0,9,739,,1983
Willie Thorne,Eugene Hughes,5,1,9,739,,1983
Tony Meo,Kirk Stevens,5,3,9,739,,1983
Tony Knowles,John Campbell,5,3,9,739,,1983
Joe Johnson,Cliff Thorburn,5,1,9,739,,1983
Tony Knowles,Willie Thorne,9,7,17,739,,1983
Joe Johnson,Tony Meo,9,6,17,739,,1983
Tony Knowles,Joe Johnson,9,8,17,739,,1983
Rex Williams,Doug French,5,1,9,740,,1983
Mike Watterson,Bert Demarco,5,3,9,740,,1983
George Scott,Pat Houlihan,5,0,9,740,,1983
Tommy Murphy,Dessie Sheehan,5,2,9,740,,1983
Mario Morra,Paul Watchorn,5,3,9,740,,1983
Paddy Morgan,Jack Fitzmaurice,5,4,9,740,,1983
Paul Medati,Vic Harris,5,0,9,740,,1983
Eddie McLaughlin,John Campbell,5,2,9,740,,1983
Dave Martin,David Greaves,5,1,9,740,,1983
Warren King,Ian Black,5,3,9,740,,1983
Eugene Hughes,Mick Fisher,5,4,9,740,,1983
Dennis Hughes,Maurice Parkin,5,0,9,740,,1983
Bob Harris,John Dunning,5,3,9,740,,1983
Mike Hallett,Colin Roscoe,5,2,9,740,,1983
Matt Gibson,Les Dodd,5,1,9,740,,1983
Geoff Foulds,Pascal Burke,5,2,9,740,,1983
Ray Edmonds,Jackie Rea,5,1,9,740,,1983
Jim Donnelly,Bernard Bennett,5,1,9,740,,1983
Fred Davis,Billy Kelly,5,1,9,740,,1983
Mike Darrington,Ian Williamson,5,3,9,740,,1983
Roy Andrewartha,Clive Everton,5,1,9,740,,1983
Mark Wildman,Bob Harris,5,2,9,740,,1983
Mike Watterson,Perrie Mans,5,4,9,740,,1983
Willie Thorne,Tommy Murphy,5,2,9,740,,1983
Eddie Sinclair,Roy Andrewartha,5,4,9,740,,1983
George Scott,Matt Gibson,5,3,9,740,,1983
Dean Reynolds,Rex Williams,5,3,9,740,,1983
Mario Morra,Mike Hallett,5,3,9,740,,1983
Paddy Morgan,Fred Davis,5,3,9,740,,1983
Graham Miles,Warren King,5,3,9,740,,1983
Dave Martin,Patsy Fagan,5,0,9,740,,1983
Murdo Macleod,Paul Medati,5,3,9,740,,1983
Joe Johnson,Dennis Hughes,5,1,9,740,,1983
Eugene Hughes,Geoff Foulds,5,1,9,740,,1983
Silvino Francisco,Mike Darrington,5,2,9,740,,1983
Ray Edmonds,Eddie McLaughlin,5,1,9,740,,1983
Jim Donnelly,Cliff Wilson,5,1,9,740,,1983
Mike Watterson,Tony Meo,5,3,9,740,,1983
Willie Thorne,John Virgo,5,2,9,740,,1983
Cliff Thorburn,Eddie Sinclair,5,0,9,740,,1983
Dennis Taylor,Dean Reynolds,5,3,9,740,,1983
John Spencer,Paddy Morgan,5,1,9,740,,1983
George Scott,Bill Werbeniuk,5,3,9,740,,1983
Ray Reardon,Murdo Macleod,5,2,9,740,,1983
Doug Mountjoy,Mark Wildman,5,4,9,740,,1983
Mario Morra,Jimmy White,5,3,9,740,,1983
Dave Martin,Alex Higgins,5,2,9,740,,1983
Tony Knowles,Ray Edmonds,5,1,9,740,,1983
Terry Griffiths,Graham Miles,5,2,9,740,,1983
Jim Donnelly,David Taylor,5,3,9,740,,1983
Steve Davis,Eugene Hughes,5,1,9,740,,1983
Eddie Charlton,Joe Johnson,5,2,9,740,,1983
Willie Thorne,Ray Reardon,5,0,9,740,,1983
Cliff Thorburn,Dennis Taylor,5,3,9,740,,1983
John Spencer,Tony Knowles,5,4,9,740,,1983
Doug Mountjoy,Dave Martin,5,0,9,740,,1983
Terry Griffiths,George Scott,5,0,9,740,,1983
Silvino Francisco,Jim Donnelly,5,1,9,740,,1983
Steve Davis,Mike Watterson,5,0,9,740,,1983
Eddie Charlton,Mario Morra,5,3,9,740,,1983
Cliff Thorburn,Doug Mountjoy,5,2,9,740,,1983
Terry Griffiths,John Spencer,5,4,9,740,,1983
Steve Davis,Silvino Francisco,5,1,9,740,,1983
Eddie Charlton,Willie Thorne,5,0,9,740,,1983
Cliff Thorburn,Terry Griffiths,9,8,17,740,,1983
Steve Davis,Eddie Charlton,9,2,17,740,,1983
Steve Davis,Cliff Thorburn,9,4,17,740,,1983
Cliff Thorburn,Terry Griffiths,5,1,9,741,,1983
Tony Knowles,Tony Meo,5,4,9,741,,1983
Alex Higgins,Jimmy White,5,3,9,741,,1983
Steve Davis,Murdo Macleod,5,1,9,741,,1983
Tony Knowles,Cliff Thorburn,6,2,11,741,,1983
Steve Davis,Alex Higgins,6,2,11,741,,1983
Steve Davis,Tony Knowles,9,6,17,741,,1983
Murdo Macleod,Matt Gibson,6,5,11,735,,1983
Jim Donnelly,Bert Demarco,6,4,11,735,,1983
Ian Black,Eddie McLaughlin,6,4,11,735,,1983
Eddie Sinclair,Jim Donnelly,6,5,11,735,,1983
Murdo Macleod,Ian Black,6,2,11,735,,1983
Murdo Macleod,Eddie Sinclair,11,9,21,735,,1983
Doug Mountjoy,Vichien Saengtong,2,0,3,824,,1983
Tony Meo,A Tanyuthitham,2,0,3,824,,1983
Tony Meo,Terry Griffiths,2,1,3,824,,1983
Steve Davis,Doug Mountjoy,2,1,3,824,,1983
Tony Meo,Steve Davis,2,1,3,824,,1983
Doug Mountjoy,Cheun Chi-Ming,2,1,3,777,,1983
Tony Meo,Stanley Leung,2,1,3,777,,1983
Doug Mountjoy,Steve Davis,3,0,5,777,,1983
Terry Griffiths,Tony Meo,3,2,5,777,,1983
Doug Mountjoy,Terry Griffiths,4,3,7,777,,1983
Gino Rigitano,Marcel Gauvreau,9,6,17,744,,1983
Bob Chaperon,Gerry Watson,9,5,17,744,,1983
Joe Cagianello,Wayne Sanderson,9,5,17,744,,1983
Bernie Mikkelsen,Gino Rigitano,9,4,17,744,,1983
Frank Jonik,Bob Chaperon,9,4,17,744,,1983
Joe Cagianello,Paul Thornley,9,7,17,744,,1983
Jim Bear,Mario Morra,9,8,17,744,,1983
Cliff Thorburn,Bernie Mikkelsen,9,2,17,744,,1983
Kirk Stevens,Joe Cagianello,9,0,17,744,,1983
Frank Jonik,Jim Wych,9,5,17,744,,1983
Jim Bear,John Bear,9,5,17,744,,1983
Kirk Stevens,Jim Bear,9,8,17,744,,1983
Frank Jonik,Cliff Thorburn,9,6,17,744,,1983
Kirk Stevens,Frank Jonik,9,8,17,744,,1983
Jimmy White,Ian Anderson,3,2,5,765,,1983
Bill Werbeniuk,Dennis Taylor,3,2,5,765,,1983
Cliff Thorburn,Warren King,3,1,5,765,,1983
Kirk Stevens,Doug Mountjoy,3,1,5,765,,1983
Tony Meo,David Taylor,3,0,5,765,,1983
Tony Knowles,John Campbell,3,1,5,765,,1983
Alex Higgins,John Spencer,3,2,5,765,,1983
Eddie Charlton,Paddy Morgan,3,2,5,765,,1983
Bill Werbeniuk,Alex Higgins,4,0,7,765,,1983
Cliff Thorburn,Jimmy White,4,2,7,765,,1983
Kirk Stevens,Eddie Charlton,4,1,7,765,,1983
Tony Knowles,Tony Meo,4,3,7,765,,1983
Bill Werbeniuk,Tony Knowles,5,0,9,765,,1983
Cliff Thorburn,Kirk Stevens,5,2,9,765,,1983
Cliff Thorburn,Bill Werbeniuk,7,3,13,765,,1983
John Virgo,John Spencer,8,1,9,771,,1983
John Virgo,Cliff Wilson,7,2,9,771,,1983
John Spencer,Cliff Wilson,6,3,9,771,,1983
Tony Meo,Jimmy White,6,3,9,771,,1983
Tony Meo,Silvino Francisco,5,4,9,771,,1983
Silvino Francisco,Jimmy White,4,4,8,771,,1983
Tony Meo,John Spencer,5,4,9,771,,1983
Silvino Francisco,John Virgo,5,0,9,771,,1983
Tony Meo,Silvino Francisco,9,7,17,771,,1983
Willie Thorne,Terry Griffiths,5,3,8,760,,1983
Dennis Taylor,Tony Knowles,5,3,8,760,,1983
Ray Reardon,Terry Griffiths,6,3,9,760,,1983
Ray Reardon,Willie Thorne,5,4,9,760,,1983
Doug Mountjoy,Tony Knowles,7,2,9,760,,1983
Doug Mountjoy,Dennis Taylor,7,2,9,760,,1983
Ray Reardon,Dennis Taylor,5,2,9,760,,1983
Doug Mountjoy,Willie Thorne,5,4,9,760,,1983
Doug Mountjoy,Ray Reardon,9,7,17,760,,1983
Cliff Wilson,Clive Everton,10,1,19,746,,1983
Ian Williamson,Doug French,10,8,19,746,,1983
Rex Williams,Mike Darrington,10,0,19,746,,1983
Mark Wildman,Bob Harris,10,7,19,746,,1983
Eddie Sinclair,Colin Roscoe,10,2,19,746,,1983
Tommy Murphy,Pat Houlihan,10,9,19,746,,1983
Paddy Morgan,Pascal Burke,10,9,19,746,,1983
Tony Meo,Vic Harris,10,0,19,746,,1983
Paul Medati,John Bear,10,7,19,746,,1983
Jim Meadowcroft,Bernard Bennett,10,3,19,746,,1983
Eddie McLaughlin,David Greaves,10,7,19,746,,1983
Dave Martin,Maurice Parkin,10,1,19,746,,1983
Murdo Macleod,Marcus Owen,10,5,19,746,,1983
Warren King,Ian Anderson,10,6,19,746,,1983
Billy Kelly,Bert Demarco,10,4,19,746,,1983
Joe Johnson,Paul Watchorn,10,0,19,746,,1983
Eugene Hughes,Jack Fitzmaurice,10,7,19,746,,1983
Mike Hallett,Roy Andrewartha,10,7,19,746,,1983
Geoff Foulds,Matt Gibson,10,6,19,746,,1983
Mick Fisher,Patsy Fagan,10,8,19,746,,1983
Ray Edmonds,Frank Jonik,10,4,19,746,,1983
Jim Donnelly,Dessie Sheehan,10,6,19,746,,1983
Graham Cripsey,Dennis Hughes,10,2,19,746,,1983
John Campbell,Mike Watterson,10,6,19,746,,1983
Ian Black,Mario Morra,10,9,19,746,,1983
Cliff Wilson,Joe Johnson,10,8,19,746,,1983
Rex Williams,Fred Davis,10,1,19,746,,1983
John Virgo,Tommy Murphy,10,8,19,746,,1983
Dean Reynolds,Ray Edmonds,10,6,19,746,,1983
Graham Miles,Paddy Morgan,10,6,19,746,,1983
Tony Meo,Geoff Foulds,10,4,19,746,,1983
Jim Meadowcroft,Graham Cripsey,10,6,19,746,,1983
Dave Martin,Murdo Macleod,10,7,19,746,,1983
Eugene Hughes,Eddie Sinclair,10,8,19,746,,1983
Mike Hallett,Warren King,10,6,19,746,,1983
Silvino Francisco,Billy Kelly,10,5,19,746,,1983
Mick Fisher,Eddie McLaughlin,10,9,19,746,,1983
Les Dodd,Ian Williamson,10,9,19,746,,1983
John Campbell,Jim Donnelly,10,2,19,746,,1983
Ian Black,Paul Medati,10,4,19,746,,1983
Bill Werbeniuk,Dave Martin,10,4,19,746,,1983
Willie Thorne,John Virgo,10,3,19,746,,1983
Cliff Thorburn,John Campbell,10,5,19,746,,1983
Dennis Taylor,Silvino Francisco,10,9,19,746,,1983
David Taylor,Jim Meadowcroft,10,2,19,746,,1983
Kirk Stevens,Mick Fisher,10,2,19,746,,1983
John Spencer,Mike Hallett,10,7,19,746,,1983
Ray Reardon,Eugene Hughes,10,7,19,746,,1983
Doug Mountjoy,Cliff Wilson,10,2,19,746,,1983
Tony Meo,Jimmy White,10,8,19,746,,1983
Perrie Mans,Ian Black,10,3,19,746,,1983
Tony Knowles,Graham Miles,10,3,19,746,,1983
Alex Higgins,Dean Reynolds,10,4,19,746,,1983
Terry Griffiths,Mark Wildman,10,8,19,746,,1983
Steve Davis,Rex Williams,10,4,19,746,,1983
Eddie Charlton,Les Dodd,10,7,19,746,,1983
Bill Werbeniuk,David Taylor,13,10,25,746,,1983
Cliff Thorburn,Terry Griffiths,13,12,25,746,1983-04-23,1983
Kirk Stevens,Perrie Mans,13,3,25,746,,1983
Tony Meo,Doug Mountjoy,13,11,25,746,,1983
Tony Knowles,Ray Reardon,13,12,25,746,,1983
Alex Higgins,Willie Thorne,13,8,25,746,,1983
Steve Davis,Dennis Taylor,13,11,25,746,,1983
Eddie Charlton,John Spencer,13,11,25,746,,1983
Cliff Thorburn,Kirk Stevens,13,12,25,746,,1983
Tony Knowles,Tony Meo,13,9,25,746,,1983
Alex Higgins,Bill Werbeniuk,13,11,25,746,,1983
Steve Davis,Eddie Charlton,13,5,25,746,,1983
Cliff Thorburn,Tony Knowles,16,15,31,746,,1983
Steve Davis,Alex Higgins,16,5,31,746,,1983
Steve Davis,Cliff Thorburn,18,6,35,746,,1983
Jimmy White,Dennis Taylor,5,4,9,751,,1983
Doug Mountjoy,Tony Knowles,5,1,9,751,,1983
Tony Meo,Pascal Burke,5,0,9,751,,1983
Eddie Charlton,David Taylor,5,4,9,751,,1983
Ray Reardon,Tony Meo,5,4,9,751,,1983
Alex Higgins,Jimmy White,5,2,9,751,,1983
Terry Griffiths,Doug Mountjoy,5,4,9,751,,1983
Steve Davis,Eddie Charlton,5,1,9,751,,1983
Ray Reardon,Alex Higgins,6,3,11,751,,1983
Steve Davis,Terry Griffiths,6,2,11,751,,1983
Steve Davis,Ray Reardon,9,2,17,751,,1983
Dennis Taylor,Billy Kelly,6,0,11,763,,1983
Eugene Hughes,Pascal Burke,6,2,11,763,,1983
Alex Higgins,Jackie Rea,6,3,11,763,,1983
Patsy Fagan,Tommy Murphy,6,4,11,763,,1983
Dennis Taylor,Patsy Fagan,6,1,11,763,,1983
Alex Higgins,Eugene Hughes,6,2,11,763,,1983
Alex Higgins,Dennis Taylor,16,11,31,763,,1983
Cliff Wilson,John Dunning,2,1,3,798,,1983
Cliff Wilson,Eddie Sinclair,2,0,3,798,,1983
Cliff Wilson,Mike Watterson,2,0,3,798,,1983
Rex Williams,Billy Kelly,2,1,3,798,,1983
Mark Wildman,Dave Martin,2,0,3,798,,1983
Mike Watterson,John Dunning,2,0,3,798,,1983
John Virgo,Ray Edmonds,2,1,3,798,,1983
John Virgo,Jim Donnelly,2,1,3,798,,1983
John Virgo,Eugene Hughes,2,0,3,798,,1983
Eddie Sinclair,Mike Watterson,2,1,3,798,,1983
Eddie Sinclair,John Dunning,2,0,3,798,,1983
Colin Roscoe,Mark Wildman,2,0,3,798,,1983
Dean Reynolds,Ian Black,2,1,3,798,,1983
Dean Reynolds,Pat Houlihan,2,0,3,798,,1983
Mario Morra,Murdo Macleod,2,1,3,798,,1983
Tony Meo,Paul Medati,2,1,3,798,,1983
Tony Meo,Jim Meadowcroft,2,1,3,798,,1983
Tony Meo,Mike Hallett,2,0,3,798,,1983
Jim Meadowcroft,Paul Medati,2,1,3,798,,1983
Eddie McLaughlin,Dean Reynolds,2,0,3,798,,1983
Billy Kelly,Fred Davis,2,1,3,798,,1983
Joe Johnson,Murdo Macleod,2,0,3,798,,1983
Joe Johnson,Mario Morra,2,0,3,798,,1983
Dennis Hughes,Patsy Fagan,2,1,3,798,,1983
Pat Houlihan,Eddie McLaughlin,2,0,3,798,,1983
Mike Hallett,Jim Meadowcroft,2,1,3,798,,1983
Mike Hallett,Paul Medati,2,0,3,798,,1983
Matt Gibson,Jack Fitzmaurice,2,0,3,798,,1983
Matt Gibson,Dennis Hughes,2,0,3,798,,1983
Doug French,Mark Wildman,2,1,3,798,,1983
Doug French,Dave Martin,2,1,3,798,,1983
Doug French,Colin Roscoe,2,1,3,798,,1983
Geoff Foulds,Billy Kelly,2,1,3,798,,1983
Geoff Foulds,Rex Williams,2,0,3,798,,1983
Jack Fitzmaurice,Dennis Hughes,2,0,3,798,,1983
Patsy Fagan,Matt Gibson,2,0,3,798,,1983
Patsy Fagan,Jack Fitzmaurice,2,0,3,798,,1983
Ray Edmonds,Eugene Hughes,2,1,3,798,,1983
Ray Edmonds,Jim Donnelly,2,0,3,798,,1983
Jim Donnelly,Eugene Hughes,2,0,3,798,,1983
Fred Davis,Geoff Foulds,2,0,3,798,,1983
Fred Davis,Rex Williams,2,0,3,798,,1983
Ian Black,Eddie McLaughlin,2,1,3,798,,1983
Ian Black,Pat Houlihan,2,0,3,798,,1983
Cliff Wilson,John Spencer,2,1,3,798,,1983
Cliff Wilson,Fred Davis,2,1,3,798,,1983
Jimmy White,Graham Miles,2,0,3,798,,1983
Jimmy White,Doug French,2,0,3,798,,1983
John Virgo,Jimmy White,2,1,3,798,,1983
Willie Thorne,Joe Johnson,2,0,3,798,,1983
Willie Thorne,Dennis Taylor,2,0,3,798,,1983
Willie Thorne,Tony Meo,2,0,3,798,,1983
John Spencer,Fred Davis,2,0,3,798,,1983
Graham Miles,John Virgo,2,1,3,798,,1983
Tony Meo,Joe Johnson,2,0,3,798,,1983
Tony Meo,Dennis Taylor,2,0,3,798,,1983
Tony Knowles,Patsy Fagan,2,0,3,798,,1983
Tony Knowles,Ian Black,2,0,3,798,,1983
Terry Griffiths,Ian Black,2,1,3,798,,1983
Terry Griffiths,Patsy Fagan,2,1,3,798,,1983
Terry Griffiths,Tony Knowles,2,0,3,798,,1983
Doug French,Graham Miles,2,1,3,798,,1983
Doug French,John Virgo,2,0,3,798,,1983
Patsy Fagan,Ian Black,2,1,3,798,,1983
Jimmy White,Bill Werbeniuk,2,0,3,798,,1983
Jimmy White,Tony Knowles,2,0,3,798,,1983
Jimmy White,Steve Davis,2,0,3,798,,1983
Bill Werbeniuk,Tony Knowles,2,0,3,798,,1983
Willie Thorne,John Spencer,2,0,3,798,,1983
Willie Thorne,Doug Mountjoy,2,0,3,798,,1983
David Taylor,Cliff Wilson,2,1,3,798,,1983
David Taylor,Tony Meo,2,0,3,798,,1983
John Spencer,Alex Higgins,2,0,3,798,,1983
Ray Reardon,Cliff Wilson,2,0,3,798,,1983
Ray Reardon,David Taylor,2,0,3,798,,1983
Doug Mountjoy,Alex Higgins,2,1,3,798,,1983
Doug Mountjoy,John Spencer,2,0,3,798,,1983
Tony Meo,Cliff Wilson,2,1,3,798,,1983
Tony Meo,Ray Reardon,2,0,3,798,,1983
Tony Knowles,Steve Davis,2,1,3,798,,1983
Alex Higgins,Willie Thorne,2,1,3,798,,1983
Terry Griffiths,Doug French,2,1,3,798,,1983
Terry Griffiths,Kirk Stevens,2,0,3,798,,1983
Terry Griffiths,Eddie Charlton,2,0,3,798,,1983
Doug French,Kirk Stevens,2,0,3,798,,1983
Steve Davis,Bill Werbeniuk,2,0,3,798,,1983
Eddie Charlton,Kirk Stevens,2,1,3,798,,1983
Eddie Charlton,Doug French,2,0,3,798,,1983
Jimmy White,Doug Mountjoy,2,0,3,798,,1983
Jimmy White,David Taylor,2,0,3,798,,1983
Willie Thorne,Eddie Charlton,2,1,3,798,,1983
Willie Thorne,Ray Reardon,2,1,3,798,,1983
David Taylor,Doug Mountjoy,2,0,3,798,,1983
Ray Reardon,Steve Davis,2,1,3,798,,1983
Ray Reardon,Eddie Charlton,2,0,3,798,,1983
Doug Mountjoy,Terry Griffiths,2,0,3,798,,1983
Terry Griffiths,David Taylor,2,1,3,798,,1983
Terry Griffiths,Jimmy White,2,0,3,798,,1983
Steve Davis,Eddie Charlton,2,1,3,798,,1983
Steve Davis,Willie Thorne,2,0,3,798,,1983
Ray Reardon,Jimmy White,9,6,17,798,,1983
Bill Werbeniuk,Doug Mountjoy,4,2,7,764,,1983
Dennis Taylor,Alex Higgins,4,2,7,764,,1983
Terry Griffiths,Ray Reardon,4,2,7,764,,1983
Steve Davis,Jimmy White,4,3,7,764,,1983
Terry Griffiths,Bill Werbeniuk,5,3,9,764,,1983
Steve Davis,Dennis Taylor,5,1,9,764,,1983
Steve Davis,Terry Griffiths,7,5,13,764,,1983
Cliff Wilson,Colin Roscoe,6,4,11,766,,1983
Ray Reardon,Roy Andrewartha,6,2,11,766,,1983
Doug Mountjoy,Marcus Owen,6,0,11,766,,1983
Terry Griffiths,Clive Everton,6,1,11,766,,1983
Ray Reardon,Terry Griffiths,9,4,17,766,,1983
Doug Mountjoy,Cliff Wilson,9,3,17,766,,1983
Ray Reardon,Doug Mountjoy,9,1,17,766,,1983
Jimmy White,David Taylor,5,2,9,752,,1983
Bill Werbeniuk,Alex Higgins,5,4,9,752,,1983
Cliff Thorburn,Joe Johnson,5,2,9,752,,1983
Ray Reardon,Dean Reynolds,5,1,9,752,,1983
Doug Mountjoy,John Virgo,5,1,9,752,,1983
Terry Griffiths,Kirk Stevens,5,3,9,752,,1983
Steve Davis,Mark Wildman,5,2,9,752,,1983
Eddie Charlton,Tony Meo,5,3,9,752,,1983
Cliff Thorburn,Terry Griffiths,5,3,9,752,,1983
Ray Reardon,Jimmy White,5,2,9,752,,1983
Doug Mountjoy,Steve Davis,5,4,9,752,,1983
Eddie Charlton,Bill Werbeniuk,5,3,9,752,,1983
Cliff Thorburn,Eddie Charlton,6,5,11,752,,1983
Ray Reardon,Doug Mountjoy,6,3,11,752,,1983
Cliff Thorburn,Ray Reardon,9,7,17,752,,1983
Bill Werbeniuk,Alex Higgins,5,4,9,755,,1983
Cliff Thorburn,Cliff Wilson,5,3,9,755,,1983
David Taylor,Jimmy White,5,3,9,755,,1983
Kirk Stevens,Tony Knowles,5,0,9,755,,1983
John Spencer,Ray Reardon,5,3,9,755,,1983
Doug Mountjoy,Terry Griffiths,5,1,9,755,,1983
Steve Davis,Dennis Taylor,5,2,9,755,,1983
Eddie Charlton,John Virgo,5,2,9,755,,1983
Bill Werbeniuk,Doug Mountjoy,5,2,9,755,,1983
Kirk Stevens,Cliff Thorburn,5,3,9,755,,1983
John Spencer,David Taylor,5,2,9,755,,1983
Steve Davis,Eddie Charlton,5,4,9,755,,1983
Bill Werbeniuk,Kirk Stevens,5,2,9,755,,1983
Steve Davis,John Spencer,5,4,9,755,,1983
Steve Davis,Bill Werbeniuk,9,5,17,755,,1983
Jimmy White,Alex Higgins,1,0,1,761,,1983
Jimmy White,Tony Knowles,1,0,1,761,,1983
Willie Thorne,Kirk Stevens,1,0,1,761,,1983
Kirk Stevens,Steve Davis,1,0,1,761,,1983
Ray Reardon,Kirk Stevens,1,0,1,761,,1983
Ray Reardon,Willie Thorne,1,0,1,761,,1983
Tony Knowles,Alex Higgins,1,0,1,761,,1983
Steve Davis,Willie Thorne,1,0,1,761,,1983
Steve Davis,Ray Reardon,1,0,1,761,,1983
Eddie Charlton,Tony Knowles,1,0,1,761,,1983
Eddie Charlton,Alex Higgins,1,0,1,761,,1983
Eddie Charlton,Jimmy White,1,0,1,761,,1983
Ray Reardon,Eddie Charlton,1,0,1,761,,1983
