player1,player2,best_of,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,match_result,win_percentage
Ali Carter,Jak Jones,5,0.4532418951717338,0.47502081252106,1358,837,9164,5056,427,214,2816,1366,55,28,975,538,29,18,773,427,0.0,1.0
Kyren Wilson,Ali Carter,5,0.7127504569085797,0.617747874769249,1092,701,7000,3967,1358,837,9164,5056,82,50,1211,713,55,28,975,538,0.0,0.6
Jak Jones,Mark Selby,5,0.4812574970010512,0.4900013331200346,427,214,2816,1366,1599,1090,11394,6625,29,18,773,427,32,16,1081,607,0.0,0.75
Kyren Wilson,Jak Jones,5,0.671919682062295,0.5938731029341427,1092,701,7000,3967,427,214,2816,1366,82,50,1211,713,29,18,773,427,0.0,0.6
Matthew Selt,Joe O'Connor,5,0.4026359228886278,0.4476920904256748,899,488,5799,3020,328,165,2071,1050,16,6,803,418,77,47,680,367,0.0,0.6
Matthew Selt,Jimmy Robertson,5,0.5490834638298823,0.5262259093720687,899,488,5799,3020,771,423,5024,2617,16,6,803,418,55,29,617,322,0.0,0.75
Matthew Selt,Jackson Page,5,0.4485930059810071,0.4725276956554063,899,488,5799,3020,227,117,1457,731,16,6,803,418,27,15,541,286,0.0,0.75
Mark Selby,Jackson Page,5,0.5699192060024199,0.5374298453437496,1599,1090,11394,6625,227,117,1457,731,32,16,1081,607,27,15,541,286,0.0,0.75
Mark Selby,Jimmy Robertson,5,0.6655796568538406,0.5902502519301834,1599,1090,11394,6625,771,423,5024,2617,32,16,1081,607,55,29,617,322,0.0,0.6
Mark Selby,Jak Jones,5,0.518742502998949,0.5099986668799655,1599,1090,11394,6625,427,214,2816,1366,32,16,1081,607,29,18,773,427,0.0,0.75
Mark Selby,Matthew Selt,5,0.6198496125403973,0.5646362918030292,1599,1090,11394,6625,899,488,5799,3020,32,16,1081,607,16,6,803,418,0.0,0.6
Jimmy Robertson,Jackson Page,5,0.4003700793483155,0.4464560968488817,771,423,5024,2617,227,117,1457,731,55,29,617,322,27,15,541,286,0.0,0.75
Jackson Page,Jak Jones,5,0.4485930059810071,0.4725276956554063,227,117,1457,731,427,214,2816,1366,27,15,541,286,29,18,773,427,0.0,0.6
Joe O'Connor,Jackson Page,5,0.5467581048282663,0.52497918747894,328,165,2071,1050,227,117,1457,731,77,47,680,367,27,15,541,286,0.0,1.0
Joe O'Connor,Mark Selby,5,0.4765771392872375,0.4875026035157896,328,165,2071,1050,1599,1090,11394,6625,77,47,680,367,32,16,1081,607,0.0,0.6
Joe O'Connor,Jimmy Robertson,5,0.6440823753606748,0.5781052328843092,328,165,2071,1050,771,423,5024,2617,77,47,680,367,55,29,617,322,0.0,0.75
Joe O'Connor,Jak Jones,5,0.4953126171845704,0.497500020833125,328,165,2071,1050,427,214,2816,1366,77,47,680,367,29,18,773,427,0.0,0.6
Jak Jones,Stuart Bingham,5,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,0.0,1.0
Jak Jones,Jimmy Robertson,5,0.6484247428452856,0.5805423048206596,427,214,2816,1366,771,423,5024,2617,29,18,773,427,55,29,617,322,0.0,0.75
Jak Jones,Matthew Selt,5,0.6018921274654135,0.5547792351072148,427,214,2816,1366,899,488,5799,3020,29,18,773,427,16,6,803,418,0.0,0.75
Stuart Bingham,Mark Selby,5,0.4323866415032619,0.4638133797682053,1530,964,10589,5993,1599,1090,11394,6625,11,1,767,408,32,16,1081,607,0.0,1.0
Stuart Bingham,Joe O'Connor,5,0.4555689973865378,0.4762678458734389,1530,964,10589,5993,328,165,2071,1050,11,1,767,408,77,47,680,367,0.0,1.0
Stuart Bingham,Jimmy Robertson,5,0.6018921274654135,0.5547792351072148,1530,964,10589,5993,771,423,5024,2617,11,1,767,408,55,29,617,322,0.0,0.6
Stuart Bingham,Jackson Page,5,0.5023437353516541,0.5012499973958399,1530,964,10589,5993,227,117,1457,731,11,1,767,408,27,15,541,286,0.0,0.75
Stuart Bingham,Matthew Selt,5,0.5537286100231147,0.5287183569514396,1530,964,10589,5993,899,488,5799,3020,11,1,767,408,16,6,803,418,0.0,0.75
Mark Selby,Joe O'Connor,5,0.5234228607127622,0.5124973964842103,1599,1090,11394,6625,328,165,2071,1050,32,16,1081,607,77,47,680,367,0.0,0.75
Jak Jones,Stuart Bingham,5,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,0.0,0.6
Mark Selby,Jak Jones,5,0.518742502998949,0.5099986668799655,1599,1090,11394,6625,427,214,2816,1366,32,16,1081,607,29,18,773,427,0.0,1.0
Judd Trump,Joe O'Connor,5,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,0.0,0.6
Judd Trump,Jak Jones,5,0.7147219959028013,0.6189278548001903,1496,1078,10380,6282,427,214,2816,1366,37,24,1356,853,29,18,773,427,0.0,0.75
Judd Trump,Neil Robertson,5,0.6153846686052461,0.5621765008857981,1496,1078,10380,6282,1311,872,9578,5522,37,24,1356,853,31,19,780,438,0.0,1.0
Judd Trump,Stuart Bingham,5,0.7544397107772243,0.6433651456944017,1496,1078,10380,6282,1530,964,10589,5993,37,24,1356,853,11,1,767,408,0.0,0.75
Judd Trump,Tom Ford,5,0.7956248745035547,0.6704011598088686,1496,1078,10380,6282,970,554,6576,3504,37,24,1356,853,54,31,786,411,0.0,0.75
Matthew Selt,Stuart Bingham,5,0.4462713899768853,0.4712816430485603,899,488,5799,3020,1530,964,10589,5993,16,6,803,418,11,1,767,408,0.0,0.6
Matthew Selt,Judd Trump,5,0.2059975357722988,0.3307045972225539,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,0.0,0.6
Matthew Selt,Tom Ford,5,0.5023437353516541,0.5012499973958399,899,488,5799,3020,970,554,6576,3504,16,6,803,418,54,31,786,411,0.0,0.75
Neil Robertson,Stuart Bingham,5,0.6548988783631877,0.5841905229354074,1311,872,9578,5522,1530,964,10589,5993,31,19,780,438,11,1,767,408,0.0,0.75
Neil Robertson,Matthew Selt,5,0.7027890371807617,0.6118273690017371,1311,872,9578,5522,899,488,5799,3020,31,19,780,438,16,6,803,418,0.0,0.6
Joe O'Connor,Neil Robertson,5,0.3868540987132437,0.4390545496752837,328,165,2071,1050,1311,872,9578,5522,77,47,680,367,31,19,780,438,0.0,1.0
Joe O'Connor,Matthew Selt,5,0.5973640771113724,0.5523079095743253,328,165,2071,1050,899,488,5799,3020,77,47,680,367,16,6,803,418,0.0,0.6
Jak Jones,Tom Ford,5,0.6041506196887392,0.5560138905446199,427,214,2816,1366,970,554,6576,3504,29,18,773,427,54,31,786,411,0.0,0.75
Jak Jones,Matthew Selt,5,0.6018921274654135,0.5547792351072148,427,214,2816,1366,899,488,5799,3020,29,18,773,427,16,6,803,418,0.0,1.0
Jak Jones,Neil Robertson,5,0.3913438488389424,0.4415188875618386,427,214,2816,1366,1311,872,9578,5522,29,18,773,427,31,19,780,438,0.0,0.75
Jak Jones,Stuart Bingham,5,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,0.0,1.0
Jak Jones,Joe O'Connor,5,0.5046873828154295,0.5024999791668749,427,214,2816,1366,328,165,2071,1050,29,18,773,427,77,47,680,367,0.0,0.75
Tom Ford,Joe O'Connor,5,0.4003700793483155,0.4464560968488817,970,554,6576,3504,328,165,2071,1050,54,31,786,411,77,47,680,367,0.0,0.6
Tom Ford,Neil Robertson,5,0.2952050048366186,0.3869858238606645,970,554,6576,3504,1311,872,9578,5522,54,31,786,411,31,19,780,438,0.0,1.0
Stuart Bingham,Tom Ford,5,0.5560482267070074,0.5299640517645717,1530,964,10589,5993,970,554,6576,3504,11,1,767,408,54,31,786,411,0.0,0.75
Stuart Bingham,Joe O'Connor,5,0.4555689973865378,0.4762678458734389,1530,964,10589,5993,328,165,2071,1050,11,1,767,408,77,47,680,367,0.0,0.6
Judd Trump,Joe O'Connor,5,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,0.0,0.6
Matthew Selt,Jak Jones,5,0.3981078725345865,0.4452207648927852,899,488,5799,3020,427,214,2816,1366,16,6,803,418,29,18,773,427,0.0,0.75
Matthew Selt,Judd Trump,5,0.2059975357722988,0.3307045972225539,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,0.0,1.0
Judd Trump,Noppon Saengkham,5,0.786599574359141,0.6642964428999887,1496,1078,10380,6282,485,253,3290,1665,37,24,1356,853,23,12,684,363,0.0,0.6
Judd Trump,Tom Ford,5,0.7956248745035547,0.6704011598088686,1496,1078,10380,6282,970,554,6576,3504,37,24,1356,853,54,31,786,411,0.0,1.0
Judd Trump,Jak Jones,5,0.7147219959028013,0.6189278548001903,1496,1078,10380,6282,427,214,2816,1366,37,24,1356,853,29,18,773,427,0.0,0.75
Judd Trump,Jack Lisowski,5,0.7340441511188396,0.6306485256510744,1496,1078,10380,6282,828,505,5422,2971,37,24,1356,853,32,17,817,451,0.0,0.6
Noppon Saengkham,Tom Ford,5,0.5128881883269052,0.5068745667645342,485,253,3290,1665,970,554,6576,3504,23,12,684,363,54,31,786,411,0.0,0.75
Noppon Saengkham,Jack Lisowski,5,0.4312333994721201,0.4631917100110195,485,253,3290,1665,828,505,5422,2971,23,12,684,363,32,17,817,451,0.0,0.75
Noppon Saengkham,David Gilbert,5,0.4393188771785538,0.4675456936126812,485,253,3290,1665,976,574,6686,3621,23,12,684,363,13,3,685,381,0.0,0.75
Joe O'Connor,Judd Trump,5,0.2813560350113895,0.3787164048089321,328,165,2071,1050,1496,1078,10380,6282,77,47,680,367,37,24,1356,853,0.0,0.75
Joe O'Connor,Jack Lisowski,5,0.518742502998949,0.5099986668799655,328,165,2071,1050,828,505,5422,2971,77,47,680,367,32,17,817,451,0.0,1.0
Joe O'Connor,David Gilbert,5,0.5269308649588145,0.5143710406970602,328,165,2071,1050,976,574,6686,3621,77,47,680,367,13,3,685,381,0.0,1.0
Joe O'Connor,Jak Jones,5,0.4953126171845704,0.497500020833125,328,165,2071,1050,427,214,2816,1366,77,47,680,367,29,18,773,427,0.0,1.0
Joe O'Connor,Noppon Saengkham,5,0.587124886219757,0.5467381519846138,328,165,2071,1050,485,253,3290,1665,77,47,680,367,23,12,684,363,0.0,1.0
Joe O'Connor,Tom Ford,5,0.5996299206516844,0.5535439031511183,328,165,2071,1050,970,554,6576,3504,77,47,680,367,54,31,786,411,0.0,0.75
Jack Lisowski,Jak Jones,5,0.4765771392872375,0.4875026035157896,828,505,5422,2971,427,214,2816,1366,32,17,817,451,29,18,773,427,0.0,0.75
Jak Jones,Noppon Saengkham,5,0.5916840725093613,0.5492151291013335,427,214,2816,1366,485,253,3290,1665,29,18,773,427,23,12,684,363,0.0,0.75
Jak Jones,Tom Ford,5,0.6041506196887392,0.5560138905446199,427,214,2816,1366,970,554,6576,3504,29,18,773,427,54,31,786,411,0.0,0.75
David Gilbert,Jak Jones,5,0.4683953746377971,0.4831314043086152,976,574,6686,3621,427,214,2816,1366,13,3,685,381,29,18,773,427,0.0,0.75
David Gilbert,Tom Ford,5,0.5733730992985561,0.5392938058983595,976,574,6686,3621,970,554,6576,3504,13,3,685,381,54,31,786,411,0.0,1.0
David Gilbert,Judd Trump,5,0.2593666185416439,0.3652845846208415,976,574,6686,3621,1496,1078,10380,6282,13,3,685,381,37,24,1356,853,0.0,0.75
David Gilbert,Jack Lisowski,5,0.4917975030036759,0.4956251116502266,976,574,6686,3621,828,505,5422,2971,13,3,685,381,32,17,817,451,0.0,0.75
Tom Ford,Jack Lisowski,5,0.4185920253008928,0.4563613127629212,970,554,6576,3504,828,505,5422,2971,54,31,786,411,32,17,817,451,0.0,1.0
Judd Trump,David Gilbert,5,0.7406333814583561,0.6347154153791584,1496,1078,10380,6282,976,574,6686,3621,37,24,1356,853,13,3,685,381,0.0,0.75
Joe O'Connor,Noppon Saengkham,5,0.587124886219757,0.5467381519846138,328,165,2071,1050,485,253,3290,1665,77,47,680,367,23,12,684,363,0.0,0.6
Judd Trump,Joe O'Connor,5,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,0.0,1.0
Zhou Yuelong,Noppon Saengkham,5,0.5444310026134622,0.523732154126561,526,310,3315,1786,485,253,3290,1665,45,27,681,356,23,12,684,363,0.0,0.6
Zhou Yuelong,Joe O'Connor,5,0.4567331753896467,0.4768914745109111,526,310,3315,1786,328,165,2071,1050,45,27,681,356,77,47,680,367,0.0,1.0
Ricky Walden,Joe O'Connor,5,0.3947215513809864,0.4433690400777466,1186,701,7979,4363,328,165,2071,1050,29,20,715,368,77,47,680,367,0.0,0.6
Ricky Walden,Noppon Saengkham,5,0.4812574970010512,0.4900013331200346,1186,701,7979,4363,485,253,3290,1665,29,20,715,368,23,12,684,363,0.0,0.75
Ricky Walden,David Gilbert,5,0.4208841086347308,0.4576020592256489,1186,701,7979,4363,976,574,6686,3621,29,20,715,368,13,3,685,381,0.0,0.6
Ricky Walden,Jak Jones,5,0.3902199079950799,0.440902528097607,1186,701,7979,4363,427,214,2816,1366,29,20,715,368,29,18,773,427,0.0,1.0
Ricky Walden,Xiao Guodong,5,0.3083628858877965,0.3947234662251555,1186,701,7979,4363,792,462,5012,2756,29,20,715,368,50,31,876,483,0.0,0.75
Ricky Walden,Zhou Yuelong,5,0.4370057667393497,0.4663011645670992,1186,701,7979,4363,526,310,3315,1786,29,20,715,368,45,27,681,356,0.0,0.75
Noppon Saengkham,David Gilbert,5,0.4393188771785538,0.4675456936126812,485,253,3290,1665,976,574,6686,3621,23,12,684,363,13,3,685,381,0.0,0.75
Noppon Saengkham,Joe O'Connor,5,0.412875113780243,0.4532618480153861,485,253,3290,1665,328,165,2071,1050,23,12,684,363,77,47,680,367,0.0,1.0
Xiao Guodong,David Gilbert,5,0.6187349736700456,0.5640216374262577,792,462,5012,2756,976,574,6686,3621,50,31,876,483,13,3,685,381,0.0,0.75
Xiao Guodong,Joe O'Connor,5,0.5928217934973694,0.549833997312478,792,462,5012,2756,328,165,2071,1050,50,31,876,483,77,47,680,367,0.0,0.6
Xiao Guodong,Zhou Yuelong,5,0.6342383043394371,0.5726080638632601,792,462,5012,2756,526,310,3315,1786,50,31,876,483,45,27,681,356,0.0,0.75
Xiao Guodong,Noppon Saengkham,5,0.6750697933135998,0.5956807306078472,792,462,5012,2756,485,253,3290,1665,50,31,876,483,23,12,684,363,0.0,0.75
David Gilbert,Zhou Yuelong,5,0.5164012271242515,0.5087491068802403,976,574,6686,3621,526,310,3315,1786,13,3,685,381,45,27,681,356,0.0,0.75
David Gilbert,Joe O'Connor,5,0.4730691350411855,0.4856289593029398,976,574,6686,3621,328,165,2071,1050,13,3,685,381,77,47,680,367,0.0,0.75
Xiao Guodong,Noppon Saengkham,5,0.6750697933135998,0.5956807306078472,792,462,5012,2756,485,253,3290,1665,50,31,876,483,23,12,684,363,0.0,1.0
David Gilbert,Ricky Walden,5,0.5791158913652692,0.542397940774351,976,574,6686,3621,1186,701,7979,4363,13,3,685,381,29,20,715,368,0.0,0.6
Xiao Guodong,David Gilbert,5,0.6187349736700456,0.5640216374262577,792,462,5012,2756,976,574,6686,3621,50,31,876,483,13,3,685,381,0.0,0.6
Kyren Wilson,Hossein Vafaei,5,0.7378206707294854,0.6329747766804606,1092,701,7000,3967,352,212,2439,1299,82,50,1211,713,25,13,690,389,0.0,0.75
Kyren Wilson,Si Jiahui,5,0.6977447588697662,0.6088545692109504,1092,701,7000,3967,215,122,1447,777,82,50,1211,713,19,9,833,461,0.0,0.6
Kyren Wilson,Matthew Selt,5,0.7580478951370674,0.6456563062257954,1092,701,7000,3967,899,488,5799,3020,82,50,1211,713,16,6,803,418,0.0,1.0
Hossein Vafaei,Si Jiahui,5,0.4520789924141259,0.4743974116753822,352,212,2439,1299,215,122,1447,777,25,13,690,389,19,9,833,461,0.0,1.0
Hossein Vafaei,Xiao Guodong,5,0.3386758544402013,0.4121704615174885,352,212,2439,1299,792,462,5012,2756,25,13,690,389,50,31,876,483,0.0,1.0
Hossein Vafaei,Matthew Selt,5,0.5257617676645827,0.513746534902355,352,212,2439,1299,899,488,5799,3020,25,13,690,389,16,6,803,418,0.0,1.0
Judd Trump,Matthew Selt,5,0.794002464227701,0.669295402777446,1496,1078,10380,6282,899,488,5799,3020,37,24,1356,853,16,6,803,418,0.0,0.6
Judd Trump,Kyren Wilson,5,0.5490834638298823,0.5262259093720687,1496,1078,10380,6282,1092,701,7000,3967,37,24,1356,853,82,50,1211,713,0.0,1.0
Judd Trump,Hossein Vafaei,5,0.7756138085243847,0.6570104626734988,1496,1078,10380,6282,352,212,2439,1299,37,24,1356,853,25,13,690,389,0.0,0.6
Judd Trump,Xiao Guodong,5,0.6353369950989738,0.5732197726798348,1496,1078,10380,6282,792,462,5012,2756,37,24,1356,853,50,31,876,483,0.0,0.6
Judd Trump,Mark Selby,5,0.6987569478302973,0.6094497836283252,1496,1078,10380,6282,1599,1090,11394,6625,37,24,1356,853,32,16,1081,607,0.0,0.6
Judd Trump,Si Jiahui,5,0.7387601225796558,0.633555377636775,1496,1078,10380,6282,215,122,1447,777,37,24,1356,853,19,9,833,461,0.0,0.75
Matthew Selt,Si Jiahui,5,0.426626900701444,0.4607061941016405,899,488,5799,3020,215,122,1447,777,16,6,803,418,19,9,833,461,0.0,0.75
Matthew Selt,Mark Selby,5,0.3801503874596028,0.4353637081969708,899,488,5799,3020,1599,1090,11394,6625,16,6,803,418,32,16,1081,607,0.0,0.6
Mark Selby,Xiao Guodong,5,0.4300807939975804,0.4625701546562504,1599,1090,11394,6625,792,462,5012,2756,32,16,1081,607,50,31,876,483,0.0,0.6
Mark Selby,Si Jiahui,5,0.5479210075858741,0.5256025883246178,1599,1090,11394,6625,215,122,1447,777,32,16,1081,607,19,9,833,461,0.0,0.6
Mark Selby,Kyren Wilson,5,0.3451011216368123,0.4158094770645927,1599,1090,11394,6625,1092,701,7000,3967,32,16,1081,607,82,50,1211,713,0.0,0.75
Mark Selby,Hossein Vafaei,5,0.5950946751482796,0.551071269307342,1599,1090,11394,6625,352,212,2439,1299,32,16,1081,607,25,13,690,389,0.0,1.0
Si Jiahui,Xiao Guodong,5,0.3834975075842005,0.4372082598613548,215,122,1447,777,792,462,5012,2756,19,9,833,461,50,31,876,483,0.0,0.6
Xiao Guodong,Matthew Selt,5,0.6844381447775079,0.6010878788483698,792,462,5012,2756,899,488,5799,3020,50,31,876,483,16,6,803,418,0.0,1.0
Xiao Guodong,Kyren Wilson,5,0.4117340918258475,0.4526423818569107,792,462,5012,2756,1092,701,7000,3967,50,31,876,483,82,50,1211,713,0.0,1.0
Kyren Wilson,Judd Trump,5,0.4509165361701177,0.4737740906279313,1092,701,7000,3967,1496,1078,10380,6282,82,50,1211,713,37,24,1356,853,0.0,1.0
Mark Selby,Hossein Vafaei,5,0.5950946751482796,0.551071269307342,1599,1090,11394,6625,352,212,2439,1299,32,16,1081,607,25,13,690,389,0.0,0.75
Mark Selby,Kyren Wilson,5,0.3451011216368123,0.4158094770645927,1599,1090,11394,6625,1092,701,7000,3967,32,16,1081,607,82,50,1211,713,0.0,1.0
Kyren Wilson,Zhang Anda,11,0.8006450896034027,0.6224593312018546,1108,712,7063,4002,508,265,3553,1815,145,85,1274,748,31,15,790,432,0.0,0.6
Judd Trump,Barry Hawkins,11,0.6563156776858904,0.559097471902393,1519,1096,10475,6340,1382,867,9542,5349,132,82,1451,911,91,54,897,515,0.0,0.8571428571428571
Mark Selby,Ali Carter,11,0.7160705162153687,0.5835831155172753,1622,1108,11488,6686,1371,842,9219,5083,126,77,1175,668,110,55,1030,565,0.0,0.8571428571428571
Neil Robertson,John Higgins,11,0.4210263067102562,0.4706587499542143,1317,874,9600,5529,1916,1351,14824,8738,53,26,802,445,80,49,1143,671,0.0,0.5454545454545454
Shaun Murphy,Gary Wilson,11,0.7398043841577568,0.5938731029341427,1399,918,10081,5727,763,435,4904,2626,50,35,849,488,50,23,843,435,0.0,0.6666666666666666
Ding Junhui,Mark Williams,11,0.4949244591560368,0.498125008789013,1024,681,7876,4488,1823,1195,13315,7643,28,17,790,437,14,4,821,474,0.0,0.5454545454545454
Luca Brecel,Chris Wakelin,11,0.4527427474759105,0.4825071423336102,666,387,4466,2409,476,258,3014,1563,22,12,669,352,84,38,929,507,0.0,0.6666666666666666
Mark Allen,Si Jiahui,11,0.6547593621837766,0.5584811124381613,1116,743,7909,4498,229,130,1508,808,32,18,971,548,80,40,894,492,0.0,0.75
Kyren Wilson,Luca Brecel,11,0.7739370957025349,0.6094497836283252,1108,712,7063,4002,666,387,4466,2409,145,85,1274,748,22,12,669,352,0.0,0.6
Judd Trump,Ding Junhui,11,0.6762884110738897,0.5670929049654543,1519,1096,10475,6340,1024,681,7876,4488,132,82,1451,911,28,17,790,437,0.0,0.6666666666666666
Shaun Murphy,Neil Robertson,11,0.5033837467656391,0.5012499973958399,1399,918,10081,5727,1317,874,9600,5529,50,35,849,488,53,26,802,445,0.0,0.75
Mark Allen,Mark Selby,11,0.4544226902138782,0.4831314043086152,1116,743,7909,4498,1622,1108,11488,6686,32,18,971,548,126,77,1175,668,0.0,0.75
Kyren Wilson,Judd Trump,11,0.4160612949329694,0.4687906266262437,1108,712,7063,4002,1519,1096,10475,6340,145,85,1274,748,132,82,1451,911,0.0,0.6666666666666666
Shaun Murphy,Mark Allen,11,0.4628345373072449,0.486253465097645,1399,918,10081,5727,1116,743,7909,4498,50,35,849,488,32,18,971,548,0.0,0.6666666666666666
Shaun Murphy,Kyren Wilson,19,0.3275079304733417,0.4495472886604723,1399,918,10081,5727,1108,712,7063,4002,50,35,849,488,145,85,1274,748,0.0,0.5882352941176471
Artemijs Zizins,Farakh Ajaib,7,0.5218633393972989,0.5099986668799655,30,16,179,92,167,71,920,421,34,16,179,92,23,10,203,97,0.0,1.0
Wang Yuchen,Zak Surety,7,0.3533092199647454,0.4316800165217519,115,45,736,323,276,129,1608,780,25,11,226,117,63,38,453,229,0.0,0.6666666666666666
Jimmy White,Joshua Thomond,7,0.6170981549456108,0.5541616527636486,1589,849,13167,6787,86,35,466,217,13,3,337,133,25,11,180,82,0.0,1.0
Allan Taylor,Haris Tahir,7,0.6729150209582897,0.5811509642893937,466,214,2735,1310,29,14,184,86,28,13,387,187,16,6,159,74,0.0,0.5714285714285714
Ishpreet Singh Chadha,Siripaporn Nuanthakhamjan,7,0.9167335033475016,0.7369158958334202,63,34,380,196,29,0,164,29,25,11,380,196,12,2,164,29,0.0,1.0
Amir Sarkhosh,Cheung Ka Wai,7,0.3725151803178934,0.440902528097607,49,21,317,155,44,24,263,146,21,8,175,82,29,14,209,112,0.0,0.5714285714285714
Bulcsú Révész,Anton Kazakov,7,0.7802322205466414,0.6381861133090055,36,16,237,114,56,10,319,102,24,12,237,114,5,0,243,79,0.0,0.6666666666666666
Liam Pullen,Kreishh Gurbaxani,7,0.6157933128709394,0.5535439031511183,65,29,384,178,38,14,203,88,17,7,314,144,14,4,161,71,0.0,0.5714285714285714
Haydon Pinhey,Xing Zihao,7,0.4822328180835893,0.4918757150937391,126,56,671,314,47,19,294,133,17,5,315,151,16,5,294,133,0.0,0.5714285714285714
Andrew Pagett,Mink Nutcharut,7,0.783204659627048,0.6399160967377341,358,154,2287,1068,55,5,312,89,0,0,353,147,13,3,245,70,0.0,0.5714285714285714
Florian Nüßle,Jiang Jun,7,0.4645031181885513,0.4837557189379275,86,42,443,231,51,22,354,171,0,0,157,93,26,13,354,171,0.0,0.5714285714285714
Ross Muir,Manasawin Phetmalaikul,7,0.7851724867885262,0.6410674063348171,305,121,1939,891,69,20,396,154,28,14,377,174,18,6,229,85,0.0,0.6666666666666666
Stan Moody,Chris Totten,7,0.7088291167182063,0.5992881635083561,80,36,493,244,113,41,659,273,37,22,418,208,14,8,227,117,0.0,1.0
Ben Mertens,Simon Blackwell,7,0.6144870727228646,0.5529259881329059,116,52,704,349,76,36,401,202,17,7,429,215,13,3,168,82,0.0,0.6666666666666666
Mitchell Mann,Dean Young,7,0.5082025098106111,0.5037499296890819,392,175,2366,1109,122,46,656,277,13,3,203,91,21,9,349,149,0.0,0.5714285714285714
Oliver Lines,Ahmed Aly Elsayed,7,0.9427842463351404,0.7653970126407402,397,191,2393,1170,30,0,154,26,16,6,455,225,11,1,154,26,0.0,1.0
Michael Holt,Hatem Yassen,7,0.9283792405009168,0.7488521955201534,1033,582,7179,3788,21,1,120,22,29,15,318,167,13,3,33,12,0.0,1.0
Andrew Higginson,Daniel Womersley,7,0.6946979044907379,0.5920629281648192,897,511,6198,3343,117,55,599,285,17,7,373,179,7,2,180,83,0.0,1.0
Louis Heathcote,Robbie Mcguigan,7,0.8323923521776074,0.6704011598088686,222,104,1295,636,80,27,386,159,28,14,477,246,10,0,160,62,0.0,0.8
Ma Hailong,Oliver Briffett-Payne,7,0.8023816778034777,0.6513548646660542,57,22,355,163,4,0,25,7,15,5,355,163,0,0,25,7,0.0,0.8
Liam Graham,Iulian Boiko,7,0.3088849206673469,0.4097497480698165,71,26,371,147,120,45,678,295,29,11,250,91,21,9,348,179,0.0,0.5714285714285714
Marco Fu,Jonas Luz,7,0.8979493413023324,0.7196043690484492,984,573,7335,3968,8,1,41,9,15,5,347,173,12,2,41,9,0.0,1.0
Reanne Evans,Julien Leclercq,7,0.13649619723453,0.3078904956982118,225,62,1262,470,88,38,502,232,19,6,228,65,21,9,371,174,0.0,0.8
Dylan Emery,Duane Jones,7,0.4781366606027012,0.4900013331200346,144,65,822,399,344,155,2055,998,29,13,423,203,33,16,353,171,0.0,0.6666666666666666
Liam Davies,Antoni Kowalski,7,0.3763991151094564,0.4427521454014443,62,29,361,167,66,36,363,185,21,9,238,109,40,22,239,125,0.0,0.8
Thor Chuan Leong,Riley Powell,7,0.8389762354745806,0.6748052725823135,202,75,1270,567,15,6,62,22,26,13,327,161,0,0,62,22,0.0,0.5714285714285714
Gong Chenzhi,Ken Doherty,7,0.4945314322857424,0.497500020833125,42,21,280,140,1293,745,10168,5461,22,9,280,140,30,12,300,120,0.0,1.0
Ian Burns,Mostafa Dorgham,7,0.7555717519931018,0.6242202334972642,513,248,3228,1598,34,7,228,79,18,8,373,177,16,6,218,79,0.0,1.0
Alfie Burden,Paul Deaville,7,0.7338611162888773,0.6124209393479161,827,428,5856,2967,39,18,195,91,37,20,418,207,14,4,161,77,0.0,1.0
Fan Zhengyi,Andrew Pagett,7,0.7871292414209698,0.6422170929574377,208,93,1318,615,358,154,2287,1068,24,11,594,317,0,0,353,147,0.0,0.6666666666666666
Wang Yuchen,Martin O'Donnell,7,0.4414365500608033,0.4731508513108857,115,45,736,323,534,272,3292,1662,25,11,226,117,22,8,470,239,0.0,1.0
Robbie Williams,Liam Pullen,7,0.7629243149475251,0.6283161882953663,578,309,3699,1896,65,29,384,178,24,10,522,275,17,7,314,144,0.0,0.8
Ricky Walden,Artemijs Zizins,7,0.794845010612041,0.6467993925579857,1193,707,8009,4383,30,16,179,92,59,40,745,388,34,16,179,92,0.0,0.6666666666666666
Matthew Stevens,Hammad Miah,7,0.5973854695265872,0.5448788923735801,1150,661,8661,4687,304,121,1946,880,22,10,466,238,38,21,357,162,0.0,0.8
