,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year,tournament_start_date
3536,Gerard Greene,Fraser Patrick,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3537,David Grace,Hayden Staniland,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3538,Martin Gould,Simon Blackwell,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3539,David Gilbert,Peifan Lei,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3540,Leo Fernandez,Joe O'Connor,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3541,Dylan Emery,Luke Pinches,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3542,Ken Doherty,Jamie Barrett,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3543,Peter Devlin,Jack Lisowski,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3544,Ryan Day,Matthew Selt,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3545,Sam Craigie,Phil O'Kane,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3546,Ashley Carty,Lee Walker,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3547,Jordan Brown,Iulian Boiko,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3548,Nigel Bond,Soheil Vahedi,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3549,Connor Benzey,Stuart Carrington,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3550,John Astley,Reanne Evans,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3551,Mark Allen,Jimmy Robertson,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3552,Zhou Yuelong,Barry Hawkins,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3553,Mark Williams,Hossein Vafaei,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3554,Michael White,Rory McLeod,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3555,Liang Wenbo,Eden Sharav,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3556,Alexander Ursenbacher,Mark Joyce,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3557,Thepchaiya Un-Nooh,John Higgins,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3558,Allan Taylor,Shaun Murphy,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3559,Matthew Stevens,Michael Holt,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3560,Craig Steadman,Jamie Wilson,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3561,Akani Songsermsawad,John Astley,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3562,Elliot Slessor,Sam Craigie,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3563,Mark Selby,Barry Pinches,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3564,Noppon Saengkham,Nigel Bond,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3565,Haydon Pinhey,Riley Parsons,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3566,Joe Perry,Chris Wakelin,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3567,Martin O'Donnell,Simon Lichtenberg,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3568,Robert Milkins,Ben Mertens,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3569,Ian Martin,Andy Hicks,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3570,Declan Lavery,Leo Fernandez,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3571,Hamim Hussain,Duane Jones,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3572,Liam Highfield,Connor Benzey,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3573,Louis Heathcote,Sean Harvey,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3574,Lyu Haotian,Jordan Brown,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3575,Ben Hancorn,Saqib Nasir,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3576,Xiao Guodong,Robbie Williams,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3577,Gerard Greene,Jimmy White,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3578,David Grace,Kuldesh Johal,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3579,Martin Gould,Alan McManus,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3580,David Gilbert,Peter Devlin,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3581,Ken Doherty,Mitchell Mann,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3582,Ryan Day,Ashley Carty,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3583,Mark Allen,Dylan Emery,1,0,1,Last 64,2021-02-06,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3584,Zhou Yuelong,Martin Gould,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3585,Mark Williams,Xiao Guodong,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3586,Thepchaiya Un-Nooh,Hamim Hussain,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3587,Craig Steadman,Allan Taylor,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3588,Mark Selby,Liam Highfield,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3589,Noppon Saengkham,Ken Doherty,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3590,Martin O'Donnell,Alexander Ursenbacher,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3591,Robert Milkins,Matthew Stevens,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3592,Ian Martin,Akani Songsermsawad,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3593,Declan Lavery,Elliot Slessor,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3594,Louis Heathcote,Michael White,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3595,Lyu Haotian,Haydon Pinhey,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3596,Gerard Greene,Joe Perry,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3597,David Gilbert,Liang Wenbo,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3598,Ryan Day,Ben Hancorn,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3599,Mark Allen,David Grace,1,0,1,Last 32,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3600,Mark Williams,Thepchaiya Un-Nooh,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3601,Craig Steadman,Noppon Saengkham,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3602,Mark Selby,Declan Lavery,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3603,Martin O'Donnell,Ian Martin,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3604,Robert Milkins,Lyu Haotian,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3605,Louis Heathcote,Gerard Greene,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3606,David Gilbert,Mark Allen,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3607,Ryan Day,Zhou Yuelong,1,0,1,Last 16,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3608,Mark Williams,Martin O'Donnell,1,0,1,Quarter-final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3609,Craig Steadman,Louis Heathcote,1,0,1,Quarter-final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3610,Mark Selby,Robert Milkins,1,0,1,Quarter-final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3611,Ryan Day,David Gilbert,1,0,1,Quarter-final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3612,Mark Selby,Craig Steadman,1,0,1,Semi-final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3613,Ryan Day,Mark Williams,1,0,1,Semi-final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3614,Ryan Day,Mark Selby,1,0,1,Final,2021-02-07,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3615,Zhou Yuelong,Ashley Carty,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3616,Zhao Xintong,Luca Brecel,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3617,Kyren Wilson,Chen Zifan,4,2,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3618,Jamie Wilson,Duane Jones,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3619,Gary Wilson,Ashley Hugill,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3620,Mark Williams,Michael White,4,1,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3621,Ricky Walden,Jackson Page,4,1,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3622,Hossein Vafaei,Peter Lines,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3623,Alexander Ursenbacher,Noppon Saengkham,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3624,Judd Trump,Jianbo Zhao,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3625,Matthew Stevens,James Cahill,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3626,Akani Songsermsawad,Igor Figueiredo,4,1,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3627,Elliot Slessor,Ben Fortey,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3628,Matthew Selt,Lukas Kleckers,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3629,Mark Selby,Barry Pinches,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3630,Jimmy Robertson,Kacper Filipiak,4,1,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3631,Joe Perry,Chang Bingyu,4,3,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3632,Brian Ochoiski,Paul Davison,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3633,Ronnie O'Sullivan,Robbie Williams,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3634,Jamie O'Neill,Sean Maddocks,4,3,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3635,Martin O'Donnell,Li Hang,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3636,Joe O'Connor,Liang Wenbo,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3637,Shaun Murphy,Zak Surety,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3638,Robert Milkins,Stuart Bingham,4,2,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3639,Alan McManus,Tian Pengfei,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3640,Anthony McGill,Louis Heathcote,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3641,Stephen Maguire,Dominic Dale,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3642,Jack Lisowski,Peifan Lei,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3643,Oliver Lines,Jamie Clarke,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3644,David Lilley,Andy Hicks,4,3,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3645,Simon Lichtenberg,Riley Parsons,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3646,Pang Junxu,Allan Taylor,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3647,Ding Junhui,Lyu Haotian,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3648,Jamie Jones,Yuan Sijun,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3649,Jak Jones,Fan Zhengyi,4,3,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3650,Si Jiahui,Brandon Sargeant,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3651,Aaron Hill,Fergal O'Brien,4,2,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3652,Liam Highfield,Jamie Barrett,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3653,Andrew Higginson,Eden Sharav,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3654,John Higgins,Steven Hallworth,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3655,Barry Hawkins,Chris Wakelin,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3656,Anthony Hamilton,Ben Hancorn,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3657,Xiao Guodong,Iulian Boiko,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3658,Gerard Greene,Farakh Ajaib,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3659,David Grace,Michael Holt,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3660,Martin Gould,Mitchell Mann,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3661,David Gilbert,Rory McLeod,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3662,Tom Ford,Peter Devlin,4,0,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3663,Dylan Emery,Lu Ning,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3664,Graeme Dott,Billy Joe Castle,4,2,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3665,Scott Donaldson,Gao Yang,4,2,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3666,Ryan Day,Ian Burns,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3667,Mark Davis,Lee Walker,4,1,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3668,Sam Craigie,Thepchaiya Un-Nooh,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3669,Ali Carter,Daniel Wells,4,3,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3670,Stuart Carrington,Soheil Vahedi,4,1,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3671,Jordan Brown,Luo Honghao,4,0,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3672,Nigel Bond,Rod Lawler,4,2,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3673,Yan Bingtao,Xu Si,4,1,7,Last 128,2021-02-16,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3674,Mark Allen,Fraser Patrick,4,2,7,Last 128,2021-02-15,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3675,Zhou Yuelong,Anthony Hamilton,4,0,7,Last 64,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3676,Kyren Wilson,Alan McManus,4,2,7,Last 64,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3677,Mark Williams,Liam Highfield,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3678,Ricky Walden,Graeme Dott,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3679,Hossein Vafaei,Zhao Xintong,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3680,Alexander Ursenbacher,Robert Milkins,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3681,Judd Trump,Si Jiahui,4,2,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3682,Matthew Selt,Oliver Lines,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3683,Mark Selby,Jamie O'Neill,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3684,Joe Perry,Dylan Emery,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3685,Ronnie O'Sullivan,Jimmy White,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3686,Martin O'Donnell,Ken Doherty,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3687,Joe O'Connor,Andrew Higginson,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3688,Shaun Murphy,Stuart Carrington,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3689,Anthony McGill,David Lilley,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3690,Stephen Maguire,Matthew Stevens,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3691,Jack Lisowski,Akani Songsermsawad,4,2,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3692,Mark King,Jamie Jones,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3693,Pang Junxu,Ding Junhui,4,2,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3694,Jak Jones,David Grace,4,2,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3695,John Higgins,Ben Woollaston,4,3,7,Last 64,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3696,Barry Hawkins,Simon Lichtenberg,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3697,Xiao Guodong,Gary Wilson,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3698,Martin Gould,Jimmy Robertson,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3699,David Gilbert,Jamie Wilson,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3700,Tom Ford,Elliot Slessor,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3701,Scott Donaldson,Gerard Greene,4,2,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3702,Ryan Day,Mark Davis,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3703,Ali Carter,Aaron Hill,4,1,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3704,Jordan Brown,Sam Craigie,4,3,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3705,Yan Bingtao,Brian Ochoiski,4,0,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3706,Mark Allen,Nigel Bond,4,2,7,Last 64,2021-02-17,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3707,Zhou Yuelong,David Gilbert,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3708,Mark Williams,Joe Perry,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3709,Hossein Vafaei,Judd Trump,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3710,Mark Selby,Joe O'Connor,4,3,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3711,Ronnie O'Sullivan,Martin Gould,4,0,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3712,Shaun Murphy,Ryan Day,4,1,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3713,Stephen Maguire,Matthew Selt,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3714,Jack Lisowski,Ricky Walden,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3715,Mark King,Jak Jones,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3716,Pang Junxu,Martin O'Donnell,4,2,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3717,Barry Hawkins,Anthony McGill,4,3,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3718,Tom Ford,Kyren Wilson,4,3,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3719,Ali Carter,John Higgins,4,3,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3720,Jordan Brown,Alexander Ursenbacher,4,3,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3721,Yan Bingtao,Xiao Guodong,4,1,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3722,Mark Allen,Scott Donaldson,4,3,7,Last 32,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3723,Mark Williams,Hossein Vafaei,4,2,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3724,Mark Selby,Yan Bingtao,4,2,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3725,Ronnie O'Sullivan,Zhou Yuelong,4,1,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3726,Shaun Murphy,Barry Hawkins,4,3,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3727,Stephen Maguire,Pang Junxu,4,2,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3728,Tom Ford,Jack Lisowski,4,3,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3729,Ali Carter,Mark Allen,4,2,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3730,Jordan Brown,Mark King,4,3,7,Last 16,2021-02-18,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3731,Mark Williams,Tom Ford,5,4,9,Quarter-final,2021-02-19,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3732,Stephen Maguire,Shaun Murphy,5,4,9,Quarter-final,2021-02-19,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3733,Jordan Brown,Mark Selby,5,4,9,Quarter-final,2021-02-19,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3734,Ronnie O'Sullivan,Mark Williams,6,1,11,Semi-final,2021-02-20,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3735,Jordan Brown,Stephen Maguire,6,1,11,Semi-final,2021-02-20,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3736,Jordan Brown,Ronnie O'Sullivan,9,8,17,Final,2021-02-21,2021 Welsh Open,4383,2021,2021-02-15 00:00:00
3737,Kyren Wilson,Ryan Day,6,1,11,Last 16,2021-02-23,2021 Players Championship,4385,2021,2021-02-23 00:00:00
3738,Mark Selby,Mark Williams,6,4,11,Last 16,2021-02-24,2021 Players Championship,4385,2021,2021-02-23 00:00:00
3739,Neil Robertson,Lu Ning,6,1,11,Last 16,2021-02-23,2021 Players Championship,4385,2021,2021-02-23 00:00:00
