,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year,tournament_start_date
3341,Oliver Brown,Gao Yang,2,0,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3342,Oliver Brown,Florian Nüßle,2,0,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3343,Oliver Brown,Nigel Bond,2,1,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3344,Nigel Bond,Gao Yang,2,0,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3345,Nigel Bond,Florian Nüßle,2,0,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3346,Nigel Bond,Robert Milkins,2,0,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3347,Nigel Bond,Robbie Williams,2,1,3,Group 16,2021-03-13,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3348,Zhao Xintong,Kyren Wilson,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3349,Zhao Xintong,Lu Ning,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3350,Ben Woollaston,Robert Milkins,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3351,Ben Woollaston,Zhao Xintong,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3352,Ben Woollaston,Shaun Murphy,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3353,Ben Woollaston,Kyren Wilson,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3354,Ben Woollaston,Lu Ning,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3355,Kyren Wilson,Stuart Carrington,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3356,Kyren Wilson,Shaun Murphy,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3357,Kyren Wilson,Lu Ning,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3358,Kyren Wilson,Xiao Guodong,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3359,Kyren Wilson,Robert Milkins,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3360,Lu Ning,Robert Milkins,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3361,Shaun Murphy,Zhao Xintong,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3362,Shaun Murphy,Lu Ning,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3363,Shaun Murphy,Stuart Carrington,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3364,Robert Milkins,Stuart Carrington,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3365,Robert Milkins,Zhao Xintong,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3366,Robert Milkins,Shaun Murphy,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3367,Xiao Guodong,Lu Ning,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3368,Xiao Guodong,Robert Milkins,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3369,Xiao Guodong,Zhao Xintong,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3370,Xiao Guodong,Shaun Murphy,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3371,Xiao Guodong,Ben Woollaston,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3372,Stuart Carrington,Ben Woollaston,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3373,Stuart Carrington,Xiao Guodong,2,1,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3374,Stuart Carrington,Lu Ning,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3375,Stuart Carrington,Zhao Xintong,2,0,3,Semi-final Group 2,2021-03-18,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3376,Mark Williams,James Cahill,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3377,Mark Williams,Ben Hancorn,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3378,Mark Williams,Ali Carter,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3379,Mark Williams,Louis Heathcote,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3380,Mark Williams,Lyu Haotian,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3381,Akani Songsermsawad,Louis Heathcote,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3382,Akani Songsermsawad,Martin O'Donnell,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3383,Akani Songsermsawad,Lyu Haotian,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3384,Akani Songsermsawad,Mark Williams,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3385,Akani Songsermsawad,Ben Hancorn,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3386,Martin O'Donnell,Ben Hancorn,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3387,Martin O'Donnell,Mark Williams,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3388,Martin O'Donnell,Louis Heathcote,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3389,Martin O'Donnell,Lyu Haotian,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3390,Martin O'Donnell,James Cahill,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3391,Louis Heathcote,James Cahill,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3392,Louis Heathcote,Ben Hancorn,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3393,Lyu Haotian,Louis Heathcote,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3394,Lyu Haotian,Ben Hancorn,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3395,Ben Hancorn,James Cahill,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3396,Ali Carter,Lyu Haotian,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3397,Ali Carter,James Cahill,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3398,Ali Carter,Ben Hancorn,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3399,Ali Carter,Martin O'Donnell,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3400,Ali Carter,Akani Songsermsawad,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3401,Ali Carter,Louis Heathcote,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3402,James Cahill,Lyu Haotian,2,0,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3403,James Cahill,Akani Songsermsawad,2,1,3,Semi-final Group 1,2021-03-17,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3404,Kyren Wilson,Jack Lisowski,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3405,Mark Williams,Xiao Guodong,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3406,Mark Williams,Jack Lisowski,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3407,Mark Williams,Ali Carter,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3408,Mark Williams,Kyren Wilson,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3409,Mark Williams,Sam Craigie,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3410,Mark Williams,Judd Trump,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3411,Judd Trump,Xiao Guodong,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3412,Judd Trump,Jack Lisowski,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3413,Judd Trump,Kyren Wilson,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3414,Judd Trump,Stuart Bingham,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3415,Xiao Guodong,Jack Lisowski,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3416,Xiao Guodong,Ali Carter,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3417,Xiao Guodong,Kyren Wilson,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3418,Sam Craigie,Jack Lisowski,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3419,Sam Craigie,Kyren Wilson,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3420,Sam Craigie,Stuart Bingham,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3421,Sam Craigie,Judd Trump,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3422,Sam Craigie,Xiao Guodong,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3423,Ali Carter,Kyren Wilson,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3424,Ali Carter,Sam Craigie,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3425,Ali Carter,Judd Trump,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3426,Ali Carter,Jack Lisowski,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3427,Ali Carter,Stuart Bingham,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3428,Stuart Bingham,Mark Williams,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3429,Stuart Bingham,Kyren Wilson,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3430,Stuart Bingham,Xiao Guodong,2,0,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3431,Stuart Bingham,Jack Lisowski,2,1,3,Final Group,2021-03-21,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3432,Zhou Yuelong,Ricky Walden,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3433,Zhou Yuelong,Ryan Day,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3434,Zhou Yuelong,Mark Selby,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3435,Ricky Walden,Oliver Lines,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3436,Ricky Walden,Mark Selby,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3437,Judd Trump,Stuart Bingham,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3438,Judd Trump,Ricky Walden,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3439,Judd Trump,Oliver Lines,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3440,Judd Trump,Mark Selby,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3441,Judd Trump,Zhou Yuelong,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3442,Judd Trump,Ryan Day,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3443,Mark Selby,Ryan Day,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3444,Mark Selby,Dominic Dale,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3445,Mark Selby,Oliver Lines,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3446,Joe Perry,Luo Honghao,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3447,Joe Perry,Fergal O'Brien,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3448,Fergal O'Brien,Mark Davis,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3449,Jack Lisowski,Barry Hawkins,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3450,Jack Lisowski,Joe Perry,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3451,Jack Lisowski,Luo Honghao,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3452,Jack Lisowski,Luca Brecel,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3453,Jack Lisowski,Fergal O'Brien,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3454,Oliver Lines,Zhou Yuelong,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3455,Luo Honghao,Barry Hawkins,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3456,Luo Honghao,Fergal O'Brien,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3457,Barry Hawkins,Joe Perry,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3458,Barry Hawkins,Fergal O'Brien,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3459,Barry Hawkins,Sam Craigie,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3460,Barry Hawkins,Mark Davis,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3461,Barry Hawkins,Luca Brecel,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3462,Ryan Day,Ricky Walden,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3463,Ryan Day,Dominic Dale,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3464,Ryan Day,Stuart Bingham,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3465,Ryan Day,Oliver Lines,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3466,Mark Davis,Luo Honghao,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3467,Mark Davis,Jack Lisowski,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3468,Mark Davis,Sam Craigie,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3469,Mark Davis,Joe Perry,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3470,Dominic Dale,Oliver Lines,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3471,Dominic Dale,Zhou Yuelong,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3472,Dominic Dale,Ricky Walden,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3473,Dominic Dale,Judd Trump,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3474,Sam Craigie,Jack Lisowski,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3475,Sam Craigie,Fergal O'Brien,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3476,Sam Craigie,Luca Brecel,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3477,Sam Craigie,Joe Perry,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3478,Sam Craigie,Luo Honghao,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3479,Luca Brecel,Fergal O'Brien,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3480,Luca Brecel,Joe Perry,2,1,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3481,Luca Brecel,Luo Honghao,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3482,Luca Brecel,Mark Davis,2,0,3,Semi-final Group 3,2021-03-19,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3483,Stuart Bingham,Oliver Lines,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3484,Stuart Bingham,Mark Selby,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3485,Stuart Bingham,Zhou Yuelong,2,1,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3486,Stuart Bingham,Dominic Dale,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3487,Stuart Bingham,Ricky Walden,2,0,3,Semi-final Group 4,2021-03-20,2021 WST Pro Series,4333,2021,2021-01-18 00:00:00
3488,Zhou Yuelong,Ian Burns,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3489,Jamie Wilson,Lukas Kleckers,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3490,Robbie Williams,Oliver Lines,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3491,Mark Williams,Paul Davies,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3492,Jimmy White,Adrian Rosa,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3493,Michael White,Mark King,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3494,Liang Wenbo,Ben Fortey,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3495,Chris Wakelin,Oliver Brown,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3496,Hossein Vafaei,Farakh Ajaib,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3497,Alexander Ursenbacher,Luo Honghao,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3498,Thepchaiya Un-Nooh,Brandon Sargeant,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3499,Allan Taylor,Jackson Page,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3500,Matthew Stevens,Fergal Quinn (II),1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3501,Craig Steadman,Tom Ford,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3502,Akani Songsermsawad,Dominic Dale,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3503,Elliot Slessor,Daniel Wells,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3504,Eden Sharav,Brian Ochoiski,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3505,Mark Selby,Billy Joe Castle,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3506,Noppon Saengkham,Alex Clenshaw,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3507,Haydon Pinhey,Mark Davis,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3508,Barry Pinches,Joshua Thomond,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3509,Joe Perry,Paul Davison,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3510,Riley Parsons,Dean Young,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3511,Martin O'Donnell,Ben Woollaston,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3512,Saqib Nasir,James Cahill,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3513,Shaun Murphy,Luca Brecel,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3514,Ben Mertens,Zak Surety,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3515,Alan McManus,Fan Zhengyi,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3516,Rory McLeod,Stuart Bingham,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3517,Ian Martin,Robbie Mcguigan,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3518,Mitchell Mann,Tian Pengfei,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3519,Simon Lichtenberg,Rebecca Kenna,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3520,Declan Lavery,Steven Hallworth,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3521,Mark Joyce,Andrew Higginson,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3522,Mark Joyce,Andrew Higginson,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3523,Duane Jones,Sean Maddocks,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3524,Kuldesh Johal,Jamie O'Neill,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3525,Hamim Hussain,Peter Lines,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3526,Michael Holt,Jamie Jones,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3527,Liam Highfield,Rod Lawler,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3528,John Higgins,Scott Donaldson,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3529,Andy Hicks,Aaron Hill,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3530,Louis Heathcote,Daniel Womersley,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3531,Barry Hawkins,Gary Wilson,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3532,Sean Harvey,Jamie Clarke,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3533,Lyu Haotian,David Lilley,1,0,1,Last 128,2021-02-04,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3534,Ben Hancorn,Jak Jones,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
3535,Xiao Guodong,Ricky Walden,1,0,1,Last 128,2021-02-05,2021 Snooker Shoot Out,4382,2021,2021-02-04 00:00:00
